Item Number,List Price,Cost Column 1 Price,Item Weight,UPS Indicator
RCPC152BLUEA,28.00,15.24,1.000,Y
RCPC152GRE,162.75,58.13,1.000,Y
RCPC152GREEA,26.95,11.49,1.000,Y
RCPC152WHI,152.15,54.38,6.500,Y
RCPC153BLU,199.02,71.08,1.430,Y
RCPC153BLUEA,32.72,14.05,1.000,Y
RCPC153GRE,199.02,71.08,1.430,Y
RCPC153WHI,184.14,65.80,1.430,Y
RCPC154BLU,248.31,88.71,1.820,Y
RCPC154BLUEA,42.72,23.21,1.000,Y
RCPC154WHI,224.88,80.34,10.896,Y
RCPC211WHI,123.50,49.39,5.778,Y
RCPC212BLU,171.50,61.25,7.590,Y
RCPC212GRE,177.01,61.25,7.590,Y
RCPC212WHI,164.98,58.93,7.590,Y
RCPC213BLU,205.72,73.54,10.836,Y
RCPC213GRE,204.12,83.66,1.500,Y
RCPC213WHI,194.74,69.56,10.836,Y
RCPC214GRECT,252.84,87.48,13.026,Y
RCPC25106OR00CT,144.38,63.84,5.900,Y
RCPC251BLU,154.38,55.17,5.868,Y
RCPC251WHI,141.54,50.55,5.868,Y
RCPC252BLU,184.14,65.80,7.680,Y
RCPC252GRE,184.14,65.80,7.680,Y
RCPC252WHI,171.50,61.25,7.680,Y
RCPC253BLU,222.83,79.59,1.500,Y
RCPC253ORA,222.83,92.55,10.920,Y
RCPC253WHI,205.72,73.54,10.926,Y
RCPC254WHI,252.77,90.27,13.116,Y
RCPC412,173.72,62.10,6.006,Y
RCPC413,207.76,74.26,7.890,Y
RCPCC16EGLBK,328.35,117.30,26.000,Y
RCPCC16MCGL,631.07,263.28,23.300,Y
RCPCC16SSSGL,645.48,230.60,25.000,Y
RCPCH2006,686.80,245.38,25.000,Y
RCPCL3,7.75,3.33,0.010,Y
RCPD111,77.19,27.58,0.750,Y
RCPD112,96.16,34.38,5.898,Y
RCPD113,117.73,42.04,1.330,Y
RCPD151,82.92,28.70,4.026,Y
RCPD152,107.32,38.37,5.514,Y
RCPD153,128.52,45.96,1.400,Y
RCPD211BLU,83.51,29.83,0.750,Y
RCPD211GRE,83.51,29.83,0.750,Y
RCPD211WHI,83.51,29.83,9.400,Y
RCPD212BLU,111.42,39.81,1.080,Y
RCPD212BLUEA,19.17,10.43,1.000,Y
RCPD212GRE,111.42,39.81,5.000,Y
RCPD212RED,111.42,39.81,0.980,Y
RCPD212REDEA,18.53,7.86,1.000,Y
RCPD212WHI,111.42,39.81,1.090,Y
RCPD212WHIEA,18.53,7.86,1.000,Y
RCPD213BLU,128.52,45.96,1.330,Y
RCPD213GRE,128.52,45.96,1.500,Y
RCPD213RED,128.52,45.96,1.283,Y
RCPD213WHI,128.52,45.96,1.500,Y
RCPD214WHICT,147.87,52.82,10.680,Y
RCPD25100WH,7.20,4.72,0.640,Y
RCPD25106BE,6.32,4.74,0.640,Y
RCPD251BLU,90.02,32.16,0.750,Y
RCPD251GRE,90.02,32.16,2.050,Y
RCPD251WHI,90.02,32.16,4.000,Y
RCPD252BLU,117.73,42.04,0.980,Y
RCPD252GRE,117.73,42.04,0.980,Y
RCPD252RED,117.73,42.04,1.000,Y
RCPD252WHI,117.73,42.04,1.000,Y
RCPD253BLU,147.87,52.82,1.330,Y
RCPD253BLUEA,24.65,13.86,1.000,Y
RCPD253GRE,147.87,52.82,6.200,Y
RCPD253RED,147.87,52.82,1.330,Y
RCPD253WHI,147.87,52.82,6.350,Y
RCPD25406WHICT,171.50,61.25,11.520,Y
RCPD412,128.52,45.96,1.080,Y
RCPD413,156.43,55.89,6.650,Y
RCPD453WHI,167.02,59.68,7.968,Y
RCPD512,130.57,46.68,5.910,Y
RCPD513,156.43,55.89,5.898,Y
RCPD552,130.57,46.68,5.910,Y
RCPD553,167.02,59.68,7.300,Y
RCPDCR24CSM,1315.30,469.91,39.000,Y
RCPDCR24CTBK,1315.30,469.91,39.000,Y
RCPDCR24PSM,1315.30,469.91,39.000,Y
RCPDCR24TSM,1315.30,469.91,39.000,Y
RCPDCR24TTBK,1315.30,469.91,39.000,Y
RCPDRR24CSM,1192.04,425.87,29.000,Y
RCPDRR24CSS,1610.08,585.39,85.000,N
RCPDRR24PSM,1192.04,425.87,29.000,Y
RCPDRR24TSM,1192.04,425.87,29.000,Y
RCPDRR24TSS,1610.08,585.39,40.250,Y
RCPDRR24TTBK,1192.04,512.71,29.000,Y
RCPE052,44.26,15.82,0.708,Y
RCPE136WHI,140.99,50.46,12.996,Y
RCPE138,90.82,31.44,17.520,Y
RCPE139,222.83,79.62,1.708,Y
RCPE236,175.96,62.87,14.100,Y
RCPE238,214.65,76.74,1.590,Y
RCPE238EA,18.47,10.05,1.000,Y
RCPE239,252.59,90.34,24.996,Y
RCPE43812,235.48,84.08,19.100,Y
RCPE439,323.28,111.88,24.996,Y
RCPF11600,3.90,2.51,1.000,Y
RCPF11612,119.78,42.76,13.838,Y
RCPF11700,5.02,3.23,1.250,Y
RCPF11712,145.82,52.16,15.393,Y
RCPF11800,5.96,4.35,1.500,Y
RCPF11812,171.12,61.10,18.000,Y
RCPF119WHI,226.92,81.06,26.760,Y
RCPF131SBL,83.51,29.83,1.170,Y
RCPF13200PINK,72.70,45.12,9.000,Y
RCPF132LGR,104.90,37.48,0.240,Y
RCPF132SBL,104.90,37.48,1.500,Y
RCPF136LGR,90.02,32.16,1.000,Y
RCPF136SBL,90.02,32.16,1.000,Y
RCPF13700PINK,115.50,49.68,8.600,Y
RCPF137HPI,119.21,41.25,2.000,Y
RCPF137LGR,115.50,41.25,1.430,Y
RCPF137SBL,115.50,41.25,1.430,Y
RCPF156,140.99,50.46,13.992,Y
RCPF157,167.02,59.65,15.996,Y
RCPF158WHI,188.60,67.46,20.820,Y
RCPF167,180.05,64.33,15.996,Y
RCPF168,205.34,73.38,20.124,Y
RCPF16900,257.05,91.91,26.748,Y
RCPF216,119.78,42.76,14.800,Y
RCPF217,154.38,55.17,16.848,Y
RCPF21800,171.12,61.10,19.002,Y
RCPF219WHI,226.92,81.06,26.760,Y
RCPF416WHI,167.02,59.65,0.810,Y
RCPF417WHI,192.33,68.77,1.330,Y
RCPF41812,222.83,79.62,17.950,Y
RCPF41912,295.74,105.66,24.996,Y
RCPF466CT,192.33,68.77,12.996,Y
RCPF467,226.92,81.06,15.996,Y
RCPF468,125.40,43.44,9.498,Y
RCPF46912,314.52,108.86,24.000,Y
RCPF51612BLUCT,145.82,52.16,12.054,Y
RCPF51712BLU,171.12,61.10,15.996,Y
RCPF51712WHICT,171.12,61.10,1.330,Y
RCPF51812BLU,192.33,68.77,21.274,Y
RCPF51812WHI,192.33,68.77,1.730,Y
RCPF51912BLU,244.40,87.37,21.996,Y
RCPF51912WHI,252.26,83.91,2.080,Y
RCPF556BLU,175.96,62.87,13.992,Y
RCPF557BLU,201.25,71.93,15.996,Y
RCPF558BLU,214.65,76.74,21.000,Y
RCPF558WHI,214.65,76.74,1.580,Y
RCPF559BLU,269.32,96.23,24.996,Y
RCPF566BLU,172.98,61.80,13.992,Y
RCPF566WHI,178.56,61.80,14.500,Y
RCPF567BLU,197.53,70.59,16.000,Y
RCPFG1315L30000,119.58,102.84,7.600,Y
RCPFG1316L4RED,116.89,100.53,8.300,Y
RCPFG183OLOPLWB,1403.97,584.99,27.000,Y
RCPFG2030SQTAL,2052.48,1282.80,33.000,Y
RCPFG2037SQTRTN,2054.50,856.04,175.000,N
RCPFG2438PLALM,2546.30,1024.49,53.000,N
RCPFG253600BLA,9.81,5.08,0.675,Y
RCPFG334900WHT,231.77,113.36,20.550,Y
RCPFG402112,19.55,12.68,0.266,Y
RCPFG402113,19.55,11.17,0.266,Y
RCPFG402470,19.55,9.33,2.666,Y
RCPFG402472,19.55,9.33,0.266,Y
RCPFG4500M1BEIG,17.42,14.98,1.020,Y
RCPFG4500M1BLA,17.42,14.98,1.020,Y
RCPFG461600BLA,1169.47,417.81,51.000,N
RCPFG618900BLA,2123.60,758.69,102.100,Y
RCPFG638906BLA,158.10,66.75,26.500,Y
RCPFG7575L8BLA,47.55,29.72,1.320,Y
RCPFG9171L4BEIG,137.60,118.34,4.500,Y
RCPFG9171L4BLA,137.60,118.34,4.500,Y
RCPFG9G5800WHT,436.26,155.86,19.000,Y
RCPFG9G7600WHT,104.59,37.37,3.527,Y
RCPFG9G7700WHT,146.35,52.29,4.850,Y
RCPFG9T2900BLA,630.03,315.00,35.940,Y
RCPFGC2035TPBNC,1849.82,770.76,1.000,Y
RCPFGF13600PINK,84.28,35.12,6.000,Y
RCPFGFG2439PLBK,2258.85,908.83,147.000,N
RCPFGGO4204WH00,82.83,35.63,5.000,Y
RCPFGH215000000,28.21,11.88,1.250,Y
RCPFGH2436PLBK,2174.11,905.88,0.000,Y
RCPFGK2836WTC,3386.46,1172.06,94.000,N
RCPFGK2936BISQ,3386.46,1172.06,1.000,Y
RCPFGL2416,119.60,51.44,25.000,Y
RCPFGMT22PLABZ,1902.72,679.78,104.000,N
RCPFGPP1111BK,205.98,88.18,6.000,N
RCPFGQ41600BL00,37.48,15.88,4.040,Y
RCPFGR12SUSBKPL,889.05,382.39,31.000,Y
RCPFGR3418TPPL,3040.06,1052.17,63.000,N
RCPFGR3418TPWMG,3040.06,1266.69,63.000,N
RCPFGT2433SQPMN,2837.38,982.03,49.000,Y
RCPFGV15600WH00,8.93,3.78,0.688,Y
RCPFTH1,117.80,42.09,1.600,Y
RCPFTH9,143.53,51.27,5.000,Y
RCPG03406CT,136.44,50.28,15.798,N
RCPG04204,85.49,29.61,1.250,Y
RCPG04300,188.60,67.46,0.500,Y
RCPG780,60.64,51.60,1.850,Y
RCPG780CT,242.56,81.18,11.000,Y
RCPG781,26.42,22.39,0.526,Y
RCPG781CT,317.00,109.44,7.000,Y
RCPGL1530,112.16,40.07,6.000,Y
RCPGL1536,121.74,43.49,7.000,Y
RCPGL2434,257.08,91.85,14.000,Y
RCPH115,27.09,9.68,1.100,Y
RCPH116,28.62,10.22,0.850,Y
RCPH117,29.36,10.49,1.247,Y
RCPH124,62.37,22.28,0.910,Y
RCPH125DZ,467.61,167.08,1.241,Y
RCPH126,41.02,14.19,1.111,Y
RCPH12SMC,1309.10,467.69,60.000,Y
RCPH135,42.31,15.12,1.000,Y
RCPH136,43.80,15.66,1.650,Y
RCPH145,40.14,14.33,1.000,Y
RCPH146,43.80,15.66,2.000,Y
RCPH146BLU,43.80,15.66,1.276,Y
RCPH146GRE,43.80,15.66,1.500,Y
RCPH146RED,43.80,15.66,1.266,Y
RCPH1NBLK,280.58,100.24,15.000,Y
RCPH1NEMP,280.58,100.24,15.000,Y
RCPH215,27.49,10.08,1.400,Y
RCPH216,30.04,10.73,1.436,Y
RCPH217,30.44,10.87,16.992,Y
RCPH224,61.60,22.00,1.400,Y
RCPH225,38.66,13.81,1.029,Y
RCPH226,38.97,13.92,1.200,Y
RCPH235,41.94,14.99,1.500,Y
RCPH236,43.03,15.37,1.416,Y
RCPH245,41.94,14.99,1.000,Y
RCPH246BLU,43.03,15.37,1.260,Y
RCPH246GRE,43.03,15.37,1.666,Y
RCPH246GY,43.03,15.37,1.400,Y
RCPH246RED,43.03,15.37,1.258,Y
RCPH316,15.59,5.57,0.992,Y
RCPH3EMG,482.72,196.38,28.000,Y
RCPH516,27.09,9.68,2.000,Y
RCPH55C,1367.57,488.58,70.000,N
RCPH55EBLA,796.73,303.53,51.000,N
RCPH9NBK,390.07,139.36,20.172,Y
RCPH9NEMP,402.65,139.36,21.000,Y
RCPHBRKT,127.14,52.97,4.211,Y
RCPHBRKTKITBK,123.16,44.00,4.211,Y
RCPHPIG,267.75,95.65,13.889,Y
RCPHTA2EGN,143.13,51.13,5.000,Y
RCPJ151,30.69,13.00,1.000,Y
RCPJ15112CT,368.28,131.59,9.600,Y
RCPJ15200YEL,36.46,13.02,0.878,Y
RCPJ15300YEL,42.47,15.17,1.500,Y
RCPJ15500YEL,56.76,20.29,1.579,Y
RCPJ15512,703.10,243.34,17.652,Y
RCPJ15700YEL,68.55,24.48,2.077,Y
RCPJ15712,849.02,293.85,22.356,Y
RCPJ158YELCT,1053.88,376.50,25.200,Y
RCPJ253BLUDZ,449.75,160.67,1.000,Y
RCPJ255BLUE,48.89,17.46,1.470,Y
RCPJ257BLUCT,719.45,247.20,22.356,Y
RCPJ352BLUDZ,411.44,147.08,1.000,Y
RCPJ353DZ,462.39,165.26,12.390,Y
RCPJ355BLUCT,625.33,223.45,17.640,Y
RCPJ357BLUCT,847.78,302.92,22.356,Y
RCPJ358BLUCT,873.46,312.02,25.256,Y
RCPJ553GRECT,469.46,167.76,2.000,Y
RCPJ555GRE,676.30,241.67,17.640,N
RCPJ558GRECT,994.92,344.39,25.220,Y
RCPJ852GREDZ,466.86,166.83,1.000,Y
RCPJ853,539.77,192.84,0.970,Y
RCPJ853GRE,381.60,165.41,0.849,Y
RCPJ855,758.14,270.89,1.250,Y
RCPJ857GRECT,980.96,350.42,0.880,Y
RCPJ858GRE,1109.68,396.53,1.900,Y
RCPK15212BLUCT,338.52,120.94,9.000,Y
RCPK15212WHI,28.21,10.08,0.750,Y
RCPK15312BLU,406.96,145.51,11.000,Y
RCPK15312WHI,406.96,145.51,11.000,Y
RCPK15512,547.95,195.74,18.600,Y
RCPK15512BLU,547.95,195.74,16.104,Y
RCPK15712WHI,676.30,241.67,21.012,Y
RCPK15812,878.29,313.77,25.992,Y
RCPK15912WHI,1010.73,361.10,30.996,Y
RCPK2736SUTPLSA,3386.46,2116.54,194.000,N
RCPK2936SUTPLSA,3641.34,1517.23,194.000,N
RCPK753WHICT,406.96,139.92,2.000,Y
RCPK755WHICT,547.95,195.74,17.640,Y
RCPK757WHICT,676.30,232.36,23.000,Y
RCPKR12,36.05,12.88,1.000,Y
RCPKR30,22.44,8.02,1.000,Y
RCPKR38,50.31,17.97,1.000,Y
RCPKRS55,58.19,24.17,1.200,Y
RCPKSR367000PL,2214.62,766.48,539.000,N
RCPL12,131.78,54.73,0.000,Y
RCPL1530,96.88,34.61,6.000,Y
RCPL15312GRE,226.92,81.06,10.020,Y
RCPL15312WHI,226.92,81.06,10.020,Y
RCPL15512WHI,283.09,101.09,13.776,Y
RCPL15712WHI,316.95,113.25,18.000,Y
RCPL158WHI,437.47,156.26,24.000,Y
RCPL159WHI,471.33,168.41,24.996,Y
RCPL2032,137.36,49.08,6.000,Y
RCPL24,210.86,75.58,1.000,Y
RCPL253,180.05,64.33,9.408,Y
RCPL255,252.59,90.34,12.996,Y
RCPL257,299.46,107.07,16.992,Y
RCPL36SD,185.26,66.19,7.250,Y
RCPL40,208.85,74.62,1.000,Y
RCPL51WH,400.96,166.53,1.000,Y
RCPL8,167.03,59.67,45.856,Y
RCPLA17,144.46,51.61,6.000,Y
RCPLA38,248.75,106.99,10.000,Y
RCPLG30,175.65,62.74,12.000,Y
RCPLM35,56.79,20.30,2.100,Y
RCPLMH24,153.54,61.77,7.000,Y
RCPLMH32BK,152.90,63.71,12.000,Y
RCPLR14,125.45,44.83,6.000,Y
RCPM116,37.92,13.55,2.000,Y
RCPM117,40.14,14.33,1.713,Y
RCPM136,43.80,15.66,2.000,Y
RCPM146,43.80,15.06,1.800,Y
RCPM150,249.86,89.26,13.000,Y
RCPM1564200,165.58,59.15,3.527,Y
RCPM1565400,162.16,79.14,6.520,Y
RCPM25112,138.01,49.38,0.750,Y
RCPM25212,12.98,4.64,1.000,Y
RCPM25312,165.16,59.06,9.200,Y
RCPM25512,222.83,79.62,1.500,Y
RCPM25712,280.12,100.11,1.840,Y
RCPM25712EA,24.10,9.69,1.000,Y
RCPM25812,338.52,120.94,2.250,Y
RCPM25912,392.46,140.24,3.000,Y
RCPMH46BK,2330.47,832.61,89.000,N
RCPMHR36PLBK,2308.85,824.88,1.000,Y
RCPMHSQ18PLBK,2243.99,801.71,65.000,Y
RCPMST15EPL,68.64,33.09,3.000,Y
RCPMST15SS,162.00,57.52,3.000,Y
RCPMST35EPLWH,99.01,40.79,6.380,Y
RCPMST35SSPL,180.34,74.29,5.900,Y
RCPMT12BLK,1573.47,633.08,60.000,Y
RCPMT22PLARB,1964.10,679.78,104.000,N
RCPMT22PLGRE,1781.63,616.63,104.000,N
RCPMT22PLVSGN,1964.10,797.74,104.000,Y
RCPMT32ABZTOP,268.06,92.78,1.000,Y
RCPMT32PLABZ,2359.66,1014.91,158.000,N
RCPMT32PLARB,2435.78,843.02,140.000,N
RCPMT32PLBLK,2359.66,843.02,140.000,N
RCPMT32PLGRE,2359.66,843.02,140.000,N
RCPNC24P11L,744.90,266.13,28.000,Y
RCPNC24P5L,744.90,266.14,28.000,Y
RCPNC36C2L,935.33,334.17,36.000,Y
RCPNC36P5L,935.33,334.17,36.000,Y
RCPNC36W3,820.01,292.96,1.000,Y
RCPNC36W4,820.01,292.96,36.000,Y
RCPNP565804,45.33,15.57,8.000,Y
RCPP117CT,362.08,129.35,8.000,Y
RCPP119CT,384.25,137.26,2.200,Y
RCPP121,88.75,31.70,1.000,Y
RCPP257CT,287.85,105.20,1.850,Y
RCPP259CT,330.46,118.09,1.850,Y
RCPP267,61.60,22.00,2.000,Y
RCPP269,343.03,118.75,9.000,Y
RCPP269EA,66.46,24.46,1.000,Y
RCPP271,72.42,25.87,1.762,Y
RCPQ050,493.80,176.42,13.732,Y
RCPQ10120CT,889.90,370.80,44.000,N
RCPQ200,241.36,83.54,8.900,Y
RCPQ219WHICT,486.72,191.39,5.400,Y
RCPQ221WHICT,512.15,219.25,6.400,Y
RCPQ257WHI,410.13,146.52,8.000,Y
RCPQ259WHI,449.35,160.55,8.400,Y
RCPQ261WHI,488.10,174.36,9.800,Y
RCPQ311,30.29,10.82,0.418,Y
RCPQ314CT,181.72,64.95,4.500,Y
RCPQ322CT,552.23,197.36,9.996,Y
RCPQ326,597.71,213.54,17.500,Y
RCPQ40820GRECT,180.99,60.24,1.000,Y
RCPQ408GRE,226.92,81.06,1.000,Y
RCPQ40920BLUCT,150.27,52.03,1.000,Y
RCPQ409BLUCT,178.19,63.73,2.950,Y
RCPQ409BLUEA,14.46,5.46,0.129,Y
RCPQ41000BLU,276.77,98.89,2.950,Y
RCPQ410GRE,23.07,8.48,0.240,Y
RCPQ410GRECT,230.38,98.89,2.950,Y
RCPQ410RED,276.77,98.89,1.411,Y
RCPQ411BLU,423.34,151.29,3.400,Y
RCPQ412GRE,280.12,100.09,0.120,Y
RCPQ412WH,23.34,8.59,0.129,Y
RCPQ412WHCT,273.20,100.09,2.750,Y
RCPQ415BE,28.21,10.08,0.201,Y
RCPQ41600,38.69,9.59,0.500,Y
RCPQ41600CT,232.15,80.34,4.000,Y
RCPQ418GN,32.30,11.89,0.257,Y
RCPQ418GNCT,161.42,69.26,3.200,Y
RCPQ42400,352.28,125.89,2.500,Y
RCPQ425BE,224.88,80.34,3.100,Y
RCPQ436GRE,40.14,14.33,0.280,Y
RCPQ438,324.95,116.11,0.830,Y
RCPQ448GRECT,592.59,211.67,0.458,Y
RCPQ449,407.53,145.57,1.130,Y
RCPQ460GRE,501.09,179.05,8.500,Y
RCPQ480BLACT,124.80,42.80,2.205,Y
RCPQ550,36.74,13.12,0.580,Y
RCPQ559BLA,32.30,12.36,1.000,Y
RCPQ560,50.47,18.04,0.786,Y
RCPQ570,58.65,20.95,1.336,Y
RCPQ580YEL,67.58,24.14,1.000,Y
RCPQ590YEL,76.84,27.45,1.970,Y
RCPQ595YEL,501.09,179.05,16.100,Y
RCPQ610,101.93,36.49,1.800,Y
RCPQ61000YL,4.32,2.58,0.150,Y
RCPQ620,107.13,38.30,1.850,Y
RCPQ62006GRNCT,53.57,19.15,0.900,Y
RCPQ620BLUCT,107.13,38.30,0.150,Y
RCPQ620RED,107.13,38.30,2.000,Y
RCPQ630,129.09,46.17,1.400,Y
RCPQ63006BLUCT,64.54,23.08,0.900,Y
RCPQ640GRECT,138.01,49.38,1.675,Y
RCPQ650,20.42,7.30,1.000,Y
RCPQ651,20.42,7.30,1.000,Y
RCPQ652GRECT,107.14,38.31,3.351,Y
RCPQ701BK,17.85,6.38,0.101,Y
RCPQ745,23.07,8.82,1.083,Y
RCPQ749YEL,14.85,5.31,0.705,Y
RCPQ750YW,22.63,8.09,0.720,Y
RCPQ755,37.14,13.26,1.000,Y
RCPQ760,37.14,13.26,1.040,Y
RCPQ765YEL,140.30,59.81,2.133,Y
RCPQ765YELCT,673.78,300.79,12.800,Y
RCPQ770YELCT,1053.88,362.01,18.000,Y
RCPQ775YEL,214.37,76.57,1.000,Y
RCPQ800WHI,213.71,76.36,1.900,Y
RCPQ805CT,205.16,73.27,5.000,Y
RCPQ805EA,33.30,12.57,0.700,Y
RCPQ810YEL,211.67,75.65,2.000,Y
RCPQ820BLU,138.38,49.45,2.000,Y
RCPQ850,56.42,20.16,0.720,Y
RCPQ851,21.92,7.83,0.200,Y
RCPQ852WHI,63.49,22.69,1.000,Y
RCPQ853WHI,187.30,66.91,2.060,Y
RCPQ853WHIEA,31.22,18.01,1.000,Y
RCPQ855,77.97,27.85,1.000,Y
RCPQ856GREDZ,258.54,92.39,1.360,Y
RCPQ861WHI,307.27,109.73,2.066,Y
RCPQ871BLUCT,258.54,92.39,2.412,Y
RCPQ881YEL,258.54,92.39,1.640,Y
RCPQ891BLU,258.54,92.39,0.160,Y
RCPQ90088YW,208.85,74.62,10.160,Y
RCPQ920L6,6.28,5.40,1.000,Y
RCPQ930,241.34,86.22,11.000,Y
RCPQ930L1,20.45,9.78,2.000,Y
RCPQ95088YW,126.61,45.23,27.730,Y
RCPQ96600,90.18,32.22,3.600,Y
RCPQ966L1,24.49,16.14,1.000,Y
RCPQ969L1,29.58,21.12,1.000,Y
RCPQ977,43.46,15.53,1.000,Y
RCPQ979,757.36,270.58,8.200,Y
RCPQ979L2,23.75,11.49,1.000,Y
RCPQ989,757.36,270.58,7.500,N
RCPQST12EPLRD,506.17,170.54,23.000,Y
RCPQST12EPLWH,506.18,205.14,23.000,Y
RCPQST12ERBRD,440.63,157.44,20.000,Y
RCPQST12ERBWH,440.63,157.44,20.000,Y
RCPQST12SSPL,821.90,293.33,19.996,Y
RCPQST12SSRB,772.18,275.87,20.000,Y
RCPQST24EPLWH,692.70,247.47,35.000,Y
RCPQST24ERBWH,601.61,214.90,29.000,Y
RCPQST24SSPL,1173.44,419.24,32.000,Y
RCPQST24SSRB,1082.24,386.65,26.000,Y
RCPQST40EPLRD,964.78,344.67,46.000,Y
RCPQST40EPLWH,964.78,344.67,46.000,Y
RCPQST40ERBWH,782.44,279.54,37.000,Y
RCPQST40EWPLWH,1296.33,463.15,42.990,Y
RCPQST40SSPL,1909.69,682.27,46.000,Y
RCPQST40SSRB,1727.35,617.13,39.000,Y
RCPQST40SWPL,1909.69,682.27,51.000,Y
RCPQST7EPLRD,465.00,166.14,19.000,Y
RCPQST7EPLWH,465.00,166.14,16.997,Y
RCPQST7ERBRD,423.55,151.33,16.000,Y
RCPQST7ERBWH,423.55,151.33,16.000,Y
RCPQST7SSPL,763.38,272.72,19.000,Y
RCPQST7SSRB,721.93,257.91,17.000,Y
RCPR1012EBK,313.72,112.08,6.702,Y
RCPR1012EGL,213.00,97.12,1.000,Y
RCPR1012SS,362.89,129.63,6.702,Y
RCPR12201PL,845.80,302.18,39.000,Y
RCPR12202PL,845.80,302.18,39.000,Y
RCPR12SBKPL,687.24,245.53,31.000,Y
RCPR12SU201PL,1047.61,385.16,54.000,Y
RCPR12WU2000PL,1128.34,419.58,50.000,Y
RCPR12WU201,1128.34,419.58,50.000,Y
RCPR12WUSBKPL,969.77,346.47,35.000,Y
RCPR1530EGLBK,336.54,120.24,23.038,Y
RCPR1530EGLRD,336.54,139.77,22.046,Y
RCPR1530EGLWH,336.54,120.24,22.046,Y
RCPR1530EPLBK,336.54,120.24,21.250,Y
RCPR1530EPLCOB,336.54,120.24,50.000,Y
RCPR1530EPLRD,336.54,120.24,22.000,Y
RCPR1530EPLSG,339.94,137.51,20.000,Y
RCPR1530MCGL,624.84,302.27,1.000,Y
RCPR153610GLBK,746.20,266.59,25.000,Y
RCPR153610PLBK,746.20,266.59,59.000,Y
RCPR153610PLEG,762.78,311.68,23.000,Y
RCPR153620BPLBK,746.20,266.59,25.000,Y
RCPR153620PLANT,746.20,266.59,22.850,Y
RCPR1536EGLALM,364.44,136.47,25.000,Y
RCPR1536EGLBK,364.44,136.47,25.684,Y
RCPR1536EGLCB,364.44,136.47,25.000,Y
RCPR1536EGLRD,364.44,156.75,22.040,Y
RCPR1536EGLRED,376.19,136.47,22.046,Y
RCPR1536EGLSG,376.19,130.09,25.000,Y
RCPR1536EGLW,364.44,136.47,27.000,Y
RCPR1536EOTGLBK,363.57,129.88,44.790,Y
RCPR1536EOTPLB,363.57,129.88,25.000,Y
RCPR1536EPLALM,364.44,136.47,25.000,Y
RCPR1536EPLBLK,364.44,136.47,23.000,Y
RCPR1536EPLCBL,364.44,136.47,25.000,Y
RCPR1536EPLRD,364.44,136.47,25.000,Y
RCPR1536EPLSGR,364.44,136.47,25.000,Y
RCPR1536EPLWHI,364.44,136.47,25.000,Y
RCPR1536MCGL,919.18,328.39,27.000,Y
RCPR1536MCPL,919.18,328.39,25.000,Y
RCPR1536SBBRPL,537.42,192.01,25.000,Y
RCPR1536SCGRPL,537.42,192.01,25.000,Y
RCPR1536SMGL,537.42,192.01,25.132,Y
RCPR1536SSSPL,746.20,266.59,25.000,Y
RCPR1536STEGL,508.59,185.57,29.000,Y
RCPR1536STEPL,536.19,212.76,29.000,Y
RCPR1639EHBZ,376.81,134.62,20.000,Y
RCPR1639EHGR,376.81,134.62,21.000,Y
RCPR18201PL,1142.72,471.17,66.000,Y
RCPR18SU201PL,1323.24,472.75,70.000,Y
RCPR18WU201,1409.73,503.65,70.000,Y
RCPR18WU500PL,1597.12,570.60,70.000,Y
RCPR1BK,415.81,148.55,24.000,Y
RCPR1SM,415.81,148.55,24.000,Y
RCPR2030EBK,860.31,307.36,45.000,Y
RCPR2030SSPL,1513.61,540.76,71.230,Y
RCPR23SU50PL,891.53,382.62,51.370,Y
RCPR2416TPPLALM,1561.00,930.70,47.000,N
RCPR25T50PLEGN,880.67,304.80,48.832,Y
RCPR32EGLBK,336.54,122.43,22.994,Y
RCPR32EGLW,336.54,120.24,25.000,Y
RCPR32MCGL,719.39,289.44,25.000,Y
RCPR32SSSGL,509.52,196.40,28.000,Y
RCPR34HT50PL,2383.13,1025.00,0.000,Y
RCPR3616TPCPLNB,2182.74,1052.17,70.000,N
RCPR36HT2000PL,1604.72,656.82,102.000,N
RCPR36HT201PL,1604.72,656.82,102.000,N
RCPR36HT202PL,1604.72,656.82,90.000,N
RCPR36HT500PL,1864.19,666.01,90.000,N
RCPR36HTWUSBKPL,1688.32,726.16,93.000,N
RCPR38HT2000PL,2080.87,740.98,125.000,N
RCPR38HT201PL,2080.87,864.23,133.000,N
RCPR38HT500PL,2222.02,1036.89,125.000,N
RCPR38HTWU500PL,2769.91,1191.36,128.000,Y
RCPR38SD201PL,2585.40,923.68,133.000,Y
RCPR40201,475.75,169.97,28.000,Y
RCPR406000,475.75,169.97,28.000,Y
RCPR40WU201,657.38,234.86,27.500,Y
RCPR40WUSBK,559.56,225.13,28.000,Y
RCPR41201PL,535.51,220.63,28.000,Y
RCPR41202PL,504.58,180.27,28.000,Y
RCPR41SBKPL,389.26,152.41,15.000,Y
RCPR41WU2000PL,686.21,281.85,27.800,Y
RCPR41WU201PL,686.21,281.85,27.800,Y
RCPR41WU500PL,801.53,286.37,30.500,Y
RCPR48HT201PL,2294.16,819.62,130.000,N
RCPR48HT500PL,2827.51,1010.18,130.000,N
RCPR5650PL,1543.97,534.37,77.000,N
RCPR5650PLEGN,1543.97,534.37,77.000,N
