Item Number,List Price,Cost Column 1 Price,Item Weight,UPS Indicator
RCP2631GRAY,20.02,10.28,1.611,Y
RCP2631RED,26.78,9.57,2.600,Y
RCP2631WHI,26.78,9.57,1.670,Y
RCP2631YEL,26.78,9.57,2.200,Y
RCP263200GY,71.49,42.98,8.240,Y
RCP263246YELCT,494.76,176.76,45.000,Y
RCP263256GRACT,494.76,205.48,0.000,Y
RCP263273BE,82.46,29.46,8.600,Y
RCP263294RED,85.12,34.25,8.906,Y
RCP2632BLU,82.46,29.46,8.600,Y
RCP2632DGR,82.46,29.46,7.638,Y
RCP2632RED,82.46,29.46,8.600,Y
RCP2632WHI,82.46,29.46,8.600,Y
RCP2632YEL,82.46,29.46,7.400,Y
RCP2636WHI,723.95,258.64,29.321,Y
RCP263788GY,196.35,70.15,12.000,Y
RCP263788RED,196.35,70.15,9.254,Y
RCP264000BK,112.07,47.79,5.800,Y
RCP264043BLA,172.08,61.47,12.520,Y
RCP2640BLK,96.63,55.46,5.450,Y
RCP264200YW,100.26,35.81,1.529,Y
RCP264307BLUEA,127.47,45.54,12.500,N
RCP264346YELCT,509.89,182.16,14.000,Y
RCP264356GRACT,509.89,182.16,14.000,Y
RCP264360BE,127.47,45.54,12.310,Y
RCP264360BK,127.47,45.54,12.310,Y
RCP264360GY,127.47,45.54,12.310,Y
RCP264360REDCT,509.88,182.16,12.125,N
RCP264360REDEA,127.47,64.14,48.200,N
RCP264360YEL,127.47,45.54,12.300,Y
RCP264388REDCT,526.35,182.16,53.000,Y
RCP264560BLA,43.89,15.68,2.410,Y
RCP264560DGR,43.89,15.68,2.560,Y
RCP264560GY,43.89,15.68,0.250,Y
RCP264560RED,43.89,15.68,3.150,Y
RCP264560WHI,43.89,15.68,2.343,Y
RCP264560YEL,43.89,15.68,2.200,Y
RCP264600BLA,364.12,130.10,21.000,Y
RCP264788GRA,204.38,73.03,57.750,Y
RCP264788RED,204.38,73.03,1.000,Y
RCP2649GRA,69.44,24.80,2.000,Y
RCP2650BLA,240.96,86.08,10.576,Y
RCP2651,239.17,85.44,12.600,Y
RCP2651L2,9.16,4.44,0.010,Y
RCP2652,108.13,38.62,3.505,Y
RCP265400GY,65.29,23.32,3.100,Y
RCP2654DGRNCT,195.86,69.96,12.300,Y
RCP2654REDCT,195.86,69.96,11.600,Y
RCP2654WHICT,195.86,69.96,11.600,Y
RCP2654YEL,195.86,69.96,11.800,Y
RCP265500GY,195.45,69.82,15.400,Y
RCP2655DGRNCT,586.37,209.46,47.300,N
RCP2655GRAY,146.15,75.35,15.000,Y
RCP2655REDCT,586.37,209.46,47.200,N
RCP2655WHICT,586.37,209.46,47.600,N
RCP2655YELCT,586.37,209.46,47.500,N
RCP265788GY,260.58,93.10,14.300,Y
RCP265788RED,260.58,93.10,13.900,Y
RCP2664BEI,141.86,50.68,26.960,Y
RCP2664GRAY,141.86,50.68,5.665,Y
RCP267200BG,75.02,26.80,2.000,Y
RCP267200GY,75.02,26.80,1.600,Y
RCP267360BEI,83.54,29.85,3.130,Y
RCP267360BK,83.54,29.85,3.108,Y
RCP267360BLUCT,334.18,119.40,12.500,Y
RCP267360GY,83.54,29.85,3.194,Y
RCP267400BK,99.60,35.58,1.530,Y
RCP268888GY,85.69,30.61,0.880,Y
RCP268988BG,67.93,24.26,2.848,Y
RCP268988BK,67.93,24.26,2.876,Y
RCP268988GRA,67.93,24.26,2.000,Y
RCP269000BE,63.09,22.54,1.006,Y
RCP2690GRECT,242.67,86.72,2.000,Y
RCP269100BE,63.09,22.54,0.966,Y
RCP2691GRECT,252.34,90.18,4.586,Y
RCP269288BE,85.69,30.61,0.818,Y
RCP269288BRO,85.69,30.61,0.800,Y
RCP269288GN,85.69,30.61,0.821,Y
RCP270388BE,85.69,30.61,0.806,Y
RCP270388GR,85.69,85.68,0.806,Y
RCP2791BLU,132.52,47.35,3.000,Y
RCP2794BLUCT,530.10,189.39,11.464,Y
RCP2803WHICT,190.98,72.06,0.000,Y
RCP2805BIS,16.32,6.13,1.478,Y
RCP2805WHICT,97.92,36.78,1.680,Y
RCP2806BISCT,129.78,49.68,2.320,Y
RCP2862RDWHICT,132.80,63.85,1.000,Y
RCP2882CLE,12.61,4.51,1.000,Y
RCP2884CLE,21.92,7.83,0.460,Y
RCP2885WHI,15.59,5.57,0.392,Y
RCP2886CLE,24.52,8.76,0.712,Y
RCP2890BLA,136.25,48.67,3.400,Y
RCP289487EGR,494.16,185.44,9.000,N
RCP2925RDWHICT,78.12,30.74,4.482,Y
RCP2947GRA,44.54,15.92,2.000,Y
RCP295073BE,21.18,7.57,0.635,Y
RCP295073BLA,21.18,7.57,0.750,Y
RCP295073GRA,21.18,7.57,0.750,Y
RCP295073GRECT,254.07,90.82,9.000,Y
RCP2951ARWHTCT,52.74,24.66,0.500,Y
RCP2952BEI,15.59,5.57,0.600,Y
RCP2953WHICT,35.64,13.44,1.000,Y
RCP295500BG,14.14,5.05,1.120,Y
RCP295500BK,14.14,5.05,1.089,Y
RCP295573BE,14.48,5.18,1.102,Y
RCP2955GRA,14.14,5.05,2.000,Y
RCP295600BG,15.19,5.43,1.700,Y
RCP295600BK,15.19,5.43,1.640,Y
RCP295600GY,15.19,5.43,1.875,Y
RCP295606GRECT,200.14,71.43,23.500,Y
RCP295673BE,15.59,5.57,1.820,Y
RCP295700BG,28.62,10.22,0.900,Y
RCP295700BK,28.62,10.22,0.900,Y
RCP295700GY,28.62,10.22,0.900,Y
RCP295773BE,29.73,10.62,1.650,Y
RCP2958WHICT,96.30,38.64,8.670,Y
RCP296300GY,24.12,8.62,1.115,Y
RCP2963GRAY,18.19,7.88,1.310,Y
RCP2963RED,24.12,8.62,1.000,Y
RCP2963ROYBLCT,66.24,25.14,7.000,Y
RCP296585ROYBL,119.28,69.36,16.200,Y
RCP296585WHICT,119.28,69.36,1.650,Y
RCP2979EGRCT,397.44,149.40,54.200,N
RCP2989ROYBLCT,115.92,59.00,11.390,Y
RCP2A09MODBLCT,98.88,39.48,2.000,Y
RCP2A09MODRDCT,98.88,39.48,1.970,Y
RCP2A11MODBLCT,127.68,50.97,4.000,Y
RCP2A13MODRD,240.60,98.05,14.000,Y
RCP2A16MODBLCT,174.24,72.70,22.000,Y
RCP2A17MODRDCT,207.72,115.40,0.000,Y
RCP2A20MODBLCT,129.78,58.06,7.050,Y
RCP2A27MODBL,217.92,87.00,6.000,Y
RCP2B8725WHICT,259.50,109.76,0.016,Y
RCP2C09BLUCT,329.22,148.38,15.000,Y
RCP2C10MODBLCT,340.20,189.00,0.000,Y
RCP2UL1210,74.72,30.06,1.000,Y
RCP3062PRPERCT,110.47,40.50,0.800,Y
RCP306409WHICT,183.37,101.30,3.700,Y
RCP306600BG,32.70,11.68,0.970,Y
RCP306600BK,32.70,11.68,0.969,Y
RCP306700BG,34.19,12.21,1.117,Y
RCP306700BK,34.19,12.21,1.114,Y
RCP307120BEI,64.60,23.09,3.813,Y
RCP315488BLA,30.44,10.87,1.046,Y
RCP3210CLE,13.36,4.77,0.100,Y
RCP3215CLE,23.07,8.24,0.100,Y
RCP3216CLE,25.60,9.14,1.000,Y
RCP3217CLE,34.90,12.48,0.708,Y
RCP3218CLE,37.92,13.55,2.000,Y
RCP3300CLE,107.42,38.37,7.000,Y
RCP3301CLE,155.16,55.43,5.000,Y
RCP3302CLE,43.25,15.44,2.000,Y
RCP3303CLE,67.95,24.27,3.979,Y
RCP3304CLE,59.40,21.22,25.630,Y
RCP3305CLE,38.10,13.62,1.353,Y
RCP3306CLE,63.52,22.69,3.300,Y
RCP3307CLE,35.03,12.52,0.700,Y
RCP3308CLE,82.06,29.31,4.400,Y
RCP3309CLE,44.27,15.82,3.600,Y
RCP3310CLE,21.61,7.72,2.000,Y
RCP3311CLE,63.52,22.69,2.712,Y
RCP3314CLE,17.48,6.24,0.583,Y
RCP3317BLA,1128.65,403.24,68.400,N
RCP3317L1BL,137.99,68.52,3.000,Y
RCP3317OWH,1128.65,403.24,68.343,N
RCP3318CLE,40.15,14.34,1.477,Y
RCP3320L2,25.02,16.79,0.540,Y
RCP3320OWH,1199.14,428.42,1.000,N
RCP3322CLE,96.75,41.64,1.000,Y
RCP3324OWH,1240.00,425.98,82.000,N
RCP3328CLECT,786.78,281.10,54.870,Y
RCP3331CLE,23.07,8.24,1.102,Y
RCP3334CLE,24.89,8.89,0.894,Y
RCP3335CLE,19.65,7.02,0.830,Y
RCP3336CLE,18.57,6.63,1.000,Y
RCP3337CLE,20.80,7.43,0.920,Y
RCP333800CR,20.80,7.43,0.746,Y
RCP3338GOL,20.80,7.43,0.775,Y
RCP3339CLE,27.09,9.68,0.600,Y
RCP334992GRA,17.07,5.86,1.800,N
RCP3349GRA,24.12,8.62,1.700,Y
RCP3349WHI,24.12,8.62,1.049,Y
RCP3350BRO,42.31,15.12,3.000,Y
RCP335192BRO,38.69,15.58,3.350,Y
RCP3351BRO,37.48,13.39,2.587,Y
RCP3351GRA,37.48,13.39,2.900,Y
RCP335388BLA,182.25,65.10,4.000,Y
RCP335488BLA,86.90,31.05,2.000,Y
RCP335588PLA,876.19,313.03,35.000,Y
RCP3358CLE,318.33,113.73,11.000,Y
RCP3358L1CLE,129.97,62.80,3.440,Y
RCP3359CLE,423.22,151.19,12.000,Y
RCP3362GRA,28.21,10.08,1.000,Y
RCP3421BLA,475.20,169.77,34.000,Y
RCP3421L6,41.83,17.44,2.000,Y
RCP3421PLA,475.20,163.25,33.069,Y
RCP342488BLA,560.58,200.28,30.000,Y
RCP342488OWH,560.58,200.28,30.000,Y
RCP342488PM,560.58,200.28,30.000,Y
RCP342488RED,560.58,200.28,30.000,Y
RCP3424L6,18.09,10.68,0.850,Y
RCP3456AMB,22.07,7.90,0.100,Y
RCP345700BLA,865.05,309.05,45.000,Y
RCP3485949,119.91,50.58,2.710,Y
RCP3485950,119.91,50.58,2.710,Y
RCP3485951,119.91,50.58,2.710,Y
RCP3485952,119.91,50.58,2.710,Y
RCP3486012,6809.73,2356.87,130.000,N
RCP3486108,148.15,52.93,3.000,Y
RCP3486110CT,107.14,38.48,2.380,Y
RCP3486110EA,14.87,7.61,0.230,Y
RCP3486571,120.99,47.86,9.750,Y
RCP3486572,84.63,35.16,9.820,Y
RCP3486573,136.90,55.47,10.300,Y
RCP3486574,96.81,39.21,10.240,Y
RCP3486577,173.54,70.31,6.590,Y
RCP3486579,146.66,59.43,9.670,Y
RCP3486589,33.05,13.37,1.000,Y
RCP3486591,41.20,17.12,1.200,Y
RCP3486592,41.20,17.12,1.200,Y
RCP3500WHI,78.28,27.96,4.972,Y
RCP3501WHI,116.34,41.57,9.000,Y
RCP3502WHI,33.98,12.14,2.400,Y
RCP3506WHI,48.39,17.29,3.000,Y
RCP3507WHI,27.47,9.81,1.100,Y
RCP3508WHI,60.39,21.58,3.500,Y
RCP3509WHI,33.98,12.14,1.800,Y
RCP3510WHI,19.90,7.11,0.900,Y
RCP3517REDCT,970.18,346.62,70.100,N
RCP352000BG,194.00,69.31,7.750,Y
RCP352000GY,194.00,69.31,6.560,Y
RCP352073BLU,194.00,69.31,6.564,Y
RCP352600GY,94.58,33.80,9.960,Y
RCP3526WHI,94.58,33.80,8.959,Y
RCP352700GY,30.69,10.97,2.800,Y
RCP3527RED,29.51,10.55,2.258,Y
RCP3527WHI,29.51,10.55,2.800,Y
RCP3528WHI,112.96,40.36,6.966,Y
RCP3529RED,61.76,22.06,1.000,Y
RCP3530,153.82,54.95,13.490,Y
RCP3530L1,9.03,4.32,1.000,Y
RCP353600GY,133.52,47.70,12.520,Y
RCP353673BLU,133.52,47.70,14.600,N
RCP3536WHI,133.52,47.70,14.600,Y
RCP353900GY,42.13,15.06,3.800,Y
RCP3539WHI,40.52,14.48,3.700,Y
RCP354000BG,115.32,41.20,8.210,Y
RCP354007BE,128.19,45.79,7.650,Y
RCP354007GN,128.19,45.79,7.650,Y
RCP354060BG,128.19,45.79,7.650,Y
RCP354060BK,128.19,45.79,7.650,Y
RCP354060GY,128.19,45.79,7.650,Y
RCP354074BLU,110.22,42.85,7.510,Y
RCP3540BE,115.32,41.20,29.904,Y
RCP3540GRAY,84.40,56.48,6.650,Y
RCP3543GRA,91.39,32.65,2.450,Y
RCP354600BG,141.46,50.54,6.900,Y
RCP354600GY,141.46,50.54,6.900,Y
RCP3548GRA,60.17,21.50,1.100,Y
RCP3550GRA,110.24,39.39,3.710,Y
RCP355188BLA,171.03,61.10,10.900,Y
RCP3551L1,10.17,6.78,1.560,Y
RCP355200GY,142.60,50.94,6.725,Y
RCP3553STL,344.51,123.08,1.000,Y
RCP3559L3,4.55,2.17,0.920,N
RCP356300BG,159.62,78.77,6.640,Y
RCP356300BGCT,531.39,228.09,27.000,Y
RCP3564GRA,286.82,102.47,12.750,N
RCP3566GRA,286.82,102.47,8.000,Y
RCP3567GRA,298.87,106.78,8.563,Y
RCP356907GRECT,638.47,228.10,25.400,Y
RCP356973BE,159.62,57.02,29.300,Y
RCP356988BG,159.62,57.02,5.050,Y
RCP356988BK,159.62,57.02,5.050,Y
RCP356988BRO,159.62,57.02,5.050,Y
RCP356988GY,159.62,57.02,5.050,Y
RCP360088WHI,712.81,254.66,28.160,Y
RCP3600L5,13.70,8.99,1.000,Y
RCP3601WHI,712.81,254.66,19.120,Y
RCP360288WHI,749.98,267.94,31.000,Y
RCP360388WHI,761.08,271.92,33.200,Y
RCP3616WHICT,144.15,51.54,3.000,Y
RCP362000BK,303.49,108.43,3.250,Y
RCP3648GRACT,254.07,90.82,14.500,Y
RCP3690WHICT,179.12,64.02,6.800,Y
RCP3706GRE,2152.02,739.20,47.000,N
RCP3707PLA,1612.99,554.16,175.000,N
RCP3749OLV,886.50,435.04,54.600,N
RCP395800BG,258.01,92.18,9.750,Y
RCP395873BLU,258.01,92.18,9.000,Y
RCP3958GRA,258.01,92.18,77.300,Y
RCP395973BLU,357.33,127.68,11.600,Y
RCP3959BEI,357.33,127.68,12.950,Y
RCP3959GRA,357.33,127.68,12.950,Y
RCP3961L1DRI,78.98,37.73,2.600,N
RCP3961L3SAB,41.58,19.87,1.250,N
RCP3963BEI,1444.16,599.79,0.000,N
RCP3963BLA,1444.16,496.10,76.400,N
RCP396400BG,1217.74,435.05,78.000,Y
RCP3964BLA,1217.74,418.32,74.000,N
RCP3964DGR,1217.74,435.05,74.600,N
RCP3964L6,16.40,11.86,1.000,Y
RCP3965BEI,1369.95,470.61,65.000,N
RCP3965BLA,1369.95,489.44,76.000,N
RCP3965DGR,1369.95,470.61,74.900,Y
RCP396873BLU,1418.19,487.18,78.043,N
RCP397001BLA,1567.11,559.88,51.550,N
RCP397001SAB,1567.11,559.88,1.000,N
RCP397088BLA,1435.08,512.70,49.550,N
RCP3970DRI,1345.80,480.82,49.550,N
RCP3970SAB,1345.80,480.82,49.550,N
RCP3971DRI,1260.12,450.20,43.400,N
RCP397501DRI,1702.80,608.36,58.150,N
RCP397501SAB,1702.80,608.36,58.150,N
RCP397589,2541.69,908.06,62.390,N
RCP3975BLA,1518.21,623.12,55.500,Y
RCP3975DRI,1470.76,525.46,55.500,N
RCP3975L1DRI,128.39,61.33,7.880,N
RCP3975L1SAB,128.39,61.33,7.880,N
RCP3975L2SAB,107.88,51.54,6.700,N
RCP3975L3BLA,143.95,68.77,1.000,Y
RCP3975L3DRI,143.95,68.77,7.200,N
RCP3975L3SAB,143.95,68.77,7.200,N
RCP3975L8,4.31,1.60,1.000,Y
RCP3975L9,36.77,17.52,0.900,N
RCP3975M2DRI,190.75,91.14,1.000,Y
RCP3975M2SAB,190.75,91.14,1.000,Y
RCP3975M3SAB,98.70,47.15,3.050,Y
RCP3975SAB,1470.76,525.46,53.200,N
RCP3976L1SAB,99.51,40.76,5.200,Y
RCP3976L2,58.05,27.74,1.540,Y
RCP3Q22CLMCBCT,104.40,45.08,9.000,Y
RCP3Q25CLMCB,153.12,57.28,0.000,Y
RCP3Q27CLE,146.64,54.88,18.000,Y
RCP3Q28CLECT,158.94,82.77,24.800,Y
RCP3Q34CLE,131.88,48.69,18.300,Y
RCP3Q35CLMCB,185.40,68.48,0.000,Y
RCP4002COR,386.88,138.21,26.400,Y
RCP4002RIV,399.36,178.18,34.895,Y
RCP4003BRO,414.04,147.93,35.100,Y
RCP4003COR,414.04,147.93,32.000,Y
RCP4003RIV,414.04,147.93,35.200,Y
RCP4004COR,527.00,188.26,1.000,Y
RCP4004RIV,527.00,188.26,46.200,Y
RCP4009831,188.60,77.58,6.581,Y
RCP4012441,109.99,44.68,2.461,Y
RCP4012461,109.99,44.68,2.468,Y
RCP4012471,109.99,44.68,2.586,Y
RCP4012551,180.05,73.15,2.657,Y
RCP4012571,180.05,73.15,9.000,Y
RCP4012581,180.05,73.15,3.000,Y
RCP401310,207.92,82.24,9.100,Y
RCP4013111,96.48,37.71,15.000,Y
RCP4013121EA,21.76,9.29,2.000,Y
RCP4013121EACT,85.72,34.42,8.500,Y
RCP4013131,96.48,37.71,7.800,Y
RCP401504,175.96,72.36,6.559,Y
RCP4015411,179.67,70.24,18.000,Y
RCP4015421,165.54,64.71,18.000,Y
RCP4015431,179.67,70.24,18.000,Y
RCP401693,22.45,9.31,0.675,Y
RCP401693CT,86.43,34.57,2.700,Y
RCP401804A,522.97,263.31,2.150,Y
RCP401982,657.13,290.38,3.500,Y
RCP402093,89.78,37.86,2.487,Y
RCP4020BLA,1767.03,631.30,73.700,N
RCP402110,141.82,69.03,1.400,Y
RCP402112,141.82,59.64,2.000,Y
RCP402113,141.82,59.64,1.552,Y
RCP4021BLA,2163.27,772.87,96.200,N
RCP402236,120.97,58.94,2.000,Y
RCP402338CT,644.55,230.30,25.904,Y
RCP402364,179.67,70.24,16.140,Y
RCP402369,141.82,59.64,1.516,Y
RCP402408,180.05,73.15,2.673,Y
RCP402470,141.82,69.03,1.486,Y
RCP402472,141.82,69.03,2.000,Y
RCP409100BLA,634.88,226.83,43.400,Y
RCP409100CM,634.88,226.83,43.400,Y
RCP4091GRA,634.88,226.83,43.000,Y
RCP4091L1BLA,93.05,55.77,10.100,N
RCP4092CRE,894.75,319.66,44.000,Y
RCP4093BLA,1020.96,364.75,49.650,Y
RCP4093CRE,1020.96,364.75,50.000,Y
RCP4094GRA,1020.96,364.75,55.000,Y
RCP4094L1BLA,89.03,42.55,3.080,Y
RCP4095BLA,1110.08,396.59,52.000,Y
RCP409600BLA,831.60,297.11,52.000,Y
RCP420087BISCT,127.80,71.00,0.000,Y
RCP4209CT,191.43,82.38,0.000,Y
RCP421288BLA,110.24,39.39,3.450,Y
RCP421388BLA,156.71,55.99,4.629,Y
RCP421588BLA,201.41,71.97,4.752,Y
RCP424288BLA,279.38,99.82,32.400,N
RCP4243BLA,247.82,88.53,23.267,N
RCP4244BLA,264.52,90.87,24.800,N
RCP4245BLA,467.76,167.11,53.000,N
RCP4247BLA,738.83,263.96,80.000,N
RCP424806BLACT,345.41,123.40,11.600,Y
RCP4251YEL,153.70,54.92,2.500,Y
RCP4252YEL,58.31,20.83,22.000,Y
RCP4253YEL,49.01,17.50,1.000,Y
RCP4254,53.48,19.11,1.212,Y
RCP4255YELCT,392.46,140.24,8.900,Y
RCP430000BK,1154.62,412.51,52.000,Y
RCP440000,310.01,110.75,19.100,Y
RCP440120BLA,341.55,122.03,20.500,N
RCP440186BLA,519.74,185.68,25.353,Y
RCP4401BLA,376.81,134.62,45.690,Y
RCP4402L1,37.86,18.09,3.100,Y
RCP4403BLA,1076.67,384.66,58.201,N
RCP4406BLA,1128.65,403.24,65.500,N
RCP443600BK,1202.89,429.75,78.000,N
RCP443610BLA,1358.80,485.45,75.800,N
RCP4441BLA,1228.84,439.03,75.800,N
RCP4462,891.04,318.34,73.000,N
RCP4463BLA,1002.35,358.12,85.000,N
RCP4464,1147.18,409.85,106.000,N
RCP4465,2446.62,874.09,133.000,N
RCP446610BLA,1533.32,547.81,89.992,N
RCP4466BLA,1384.77,494.73,81.600,N
RCP4467,1121.24,400.58,81.000,N
RCP4468BLA,1247.44,445.67,96.000,N
RCP4469,1399.65,500.06,117.000,N
RCP4471BLA,1421.93,508.01,85.000,N
RCP4473BLA,1358.80,485.45,102.007,N
RCP4477BLA,1525.91,545.16,97.994,N
RCP4479BLA,1659.52,592.89,115.000,N
RCP4483BLA,1343.95,480.14,90.000,N
RCP4485BLA,1757.10,644.63,103.000,N
RCP4486BLA,1757.10,644.63,105.005,N
RCP4487BLA,2033.93,790.14,124.000,N
RCP4488,2086.49,745.42,119.000,N
RCP4490BLA,460.35,164.47,35.000,N
RCP4491BLA,523.44,187.01,44.000,N
RCP4492RED,426.96,152.54,19.600,N
RCP4494BLA,917.01,327.61,50.992,N
RCP4495BLA,1050.65,375.36,62.000,N
RCP4496BLA,1529.60,546.48,99.207,N
RCP4497BLA,1828.03,752.25,121.000,Y
RCP450030,21.18,10.97,0.863,Y
RCP450030CT,203.09,100.51,10.362,N
RCP450088BG,464.08,165.80,42.000,Y
RCP450088BK,464.08,165.80,42.000,Y
RCP450089BEIG,478.92,205.99,29.500,Y
RCP450089BLA,478.92,205.99,22.540,Y
RCP4501L1,17.26,10.17,0.973,Y
RCP4501L2,22.39,13.06,1.079,Y
RCP450500BG,497.49,177.73,30.250,Y
RCP450500BK,497.49,177.73,30.000,Y
RCP451288BLA,1121.24,400.58,57.060,N
RCP4512L6,12.47,5.97,0.350,Y
RCP451388BLA,1544.42,551.76,1.000,Y
RCP452010BLA,1110.08,396.59,66.260,Y
RCP452088BG,527.15,188.33,41.000,Y
RCP452088BK,527.15,188.33,58.670,Y
RCP452089BEI,540.21,224.36,31.720,Y
RCP452089BLA,540.21,238.16,150.000,Y
RCP452500BG,551.33,196.98,41.000,Y
RCP452500BK,551.33,196.98,41.000,Y
RCP453288BLA,1536.98,549.11,72.300,N
RCP453388BLA,2008.52,717.57,122.900,N
RCP453588BLA,1295.71,462.91,1.000,Y
RCP4545BLA,872.46,311.69,42.000,Y
RCP454610BLA,1473.90,526.58,73.920,Y
RCP4546BEI,920.70,328.93,52.370,Y
RCP4546BLA,920.70,328.93,52.370,Y
RCP454888BLA,2312.91,826.34,1.000,Y
RCP4592,768.49,274.55,25.551,Y
RCP4593RED,221.81,79.24,12.280,Y
RCP4608BLA,735.10,262.63,33.200,N
RCP4608L3,31.44,15.02,1.000,Y
RCP4608L4,33.61,16.06,1.060,N
RCP4608WHI,735.10,252.53,35.935,N
RCP4608YEL,729.63,252.53,36.000,N
RCP4609BLA,408.37,145.89,11.600,Y
RCP4610,646.01,268.30,12.000,Y
RCP4611BLA,1429.34,510.66,70.000,N
RCP461200BLA,961.56,343.53,47.700,N
RCP4612BLU,961.56,330.32,40.000,N
RCP4612WHI,961.56,343.53,40.000,N
RCP4612YEL,992.57,413.57,40.000,N
RCP461300BLA,447.40,159.84,15.120,Y
RCP4614BLA,1076.67,384.66,53.000,N
RCP4614BLU,1076.67,384.66,46.000,N
RCP4614L3,48.25,17.87,1.000,Y
RCP4614WHI,1076.67,384.66,50.926,N
RCP4615BLA,482.64,172.42,15.000,Y
RCP461673BE,1169.47,417.81,51.000,N
RCP4616BLU,1169.47,417.81,53.000,N
RCP4616WHI,1169.47,417.81,50.926,N
RCP4617BLA,517.92,185.04,19.000,Y
RCP4618BLA,1696.64,606.15,75.000,N
RCP4619BLA,1369.95,489.44,64.000,N
RCP4619RED,1359.74,470.61,59.000,N
RCP4619YEL,1359.74,582.08,60.000,N
RCP4625,683.12,244.06,15.000,Y
RCP4708BLA,1061.85,379.36,46.500,N
RCP4712BLA,1299.36,464.21,62.300,N
RCP4716BLA,1548.11,553.09,69.000,N
RCP4720BLA,1826.56,652.57,84.800,N
RCP4727BLA,2145.88,766.65,105.000,N
RCP4870055,163.71,70.88,1.000,Y
RCP4870108,10.01,4.27,0.200,Y
RCP4870108CT,60.07,21.44,3.000,Y
RCP4870109CT,120.15,42.88,9.600,Y
RCP48HTWUBLA,3272.87,1363.69,121.000,Y
RCP490099,114.44,39.61,1.000,Y
RCP490238,5104.89,2127.04,46.000,Y
RCP500288CLE,397.23,141.92,29.600,Y
RCP500388CLE,282.13,100.80,20.300,Y
RCP500394,280.27,123.85,6.000,Y
RCP500483,1105.50,539.21,1.000,Y
RCP500588GRA,386.11,137.95,20.100,Y
RCP500788GRA,506.79,181.06,27.400,Y
RCP500888CLE,436.26,155.86,24.600,Y
RCP500888GRA,436.26,155.86,24.600,Y
RCP500988GRA,445.47,159.15,21.800,Y
RCP501088GRA,317.38,113.38,16.500,Y
RCP501188GRA,410.19,146.55,26.000,Y
RCP501388CLE,441.78,157.84,18.200,Y
RCP501388GRA,441.78,157.84,28.000,Y
RCP502888GRA,374.97,133.96,19.000,Y
RCP505012CT,649.88,232.20,2.700,Y
RCP511400WH,112.38,40.15,0.818,Y
RCP5137,139.22,49.74,0.953,Y
RCP5158,157.11,56.14,2.570,Y
RCP5159,157.11,56.14,0.750,Y
RCP516000,157.11,56.14,3.000,Y
RCP5168,234.70,83.85,0.670,Y
RCP5169,194.00,69.31,1.000,Y
RCP525642,23.34,8.02,4.930,Y
RCP53565800,47.49,20.43,0.840,Y
RCP5640BLA,619.97,221.50,49.200,N
RCP564210,1299.36,464.21,1.000,N
RCP5642BLA,605.12,216.19,49.450,N
RCP565461BLA,529.05,189.02,37.120,Y
RCP565861BLA,475.20,169.77,46.700,N
RCP565961BLA,545.73,194.97,1.000,Y
RCP5660BLA,1046.93,374.03,101.650,N
RCP566261BLA,571.73,204.26,62.500,N
RCP566361BLA,1399.65,500.06,80.000,N
RCP571473BE,54.16,19.35,4.010,Y
RCP571473GRE,54.16,19.35,4.350,Y
RCP571873BE,69.78,24.93,4.826,Y
RCP571873GRE,418.68,149.60,29.900,Y
RCP572024CLE,6.17,2.20,0.283,Y
RCP5720WHI,5.83,2.08,0.300,Y
RCP572124CLE,9.27,3.31,0.491,Y
RCP5721WHI,8.59,3.07,1.000,Y
RCP5722YEL,5.15,2.14,0.168,Y
RCP572324CLE,10.63,3.80,0.690,Y
RCP5723WHI,10.29,3.68,1.000,Y
RCP572424CLE,13.73,4.91,0.800,Y
RCP5724WHI,11.69,4.17,1.000,Y
RCP5725YEL,5.49,1.96,0.200,Y
RCP572624CLE,22.32,7.97,1.200,Y
RCP5726WHI,20.93,7.48,1.000,Y
RCP572724CLECT,158.66,56.65,11.100,Y
RCP572824CLE,29.85,11.43,2.470,Y
RCP572824CLECT,184.92,79.15,15.650,Y
RCP5728WHI,32.61,11.65,2.420,Y
RCP572924CLE,42.90,15.32,2.250,Y
RCP5729WHICT,240.87,86.04,16.700,Y
RCP5730NATCT,76.44,26.42,3.700,Y
RCP5730YEL,12.34,4.40,1.000,Y
RCP5E28MICHRCT,282.33,103.99,12.000,Y
RCP5L2000SDONX,1224.15,452.76,0.000,N
RCP6110YEL,40.49,14.46,1.000,Y
RCP6111L3,13.02,6.29,0.250,Y
RCP611200YW,32.30,12.36,2.200,Y
RCP611277YW,28.03,12.36,2.500,Y
RCP611277YWCT,168.18,86.60,15.000,Y
RCP611278YEL,32.30,12.36,2.108,Y
RCP611290YELCT,223.32,77.29,2.000,Y
RCP611477YEL,85.07,30.38,4.986,Y
RCP611478YEL,85.07,30.38,4.483,Y
RCP6114YEL,85.07,30.38,1.000,Y
RCP6122M6,9.60,3.60,0.100,Y
RCP612788BLUCT,385.52,137.72,18.700,Y
RCP612788BROCT,385.52,137.72,18.500,Y
RCP612788GRECT,385.52,137.72,18.700,Y
RCP612788RED,192.76,68.86,8.400,Y
RCP612788YEL,192.76,68.86,8.000,Y
RCP614000,130.32,46.55,2.611,Y
RCP6141,76.13,27.20,4.800,Y
RCP6141WHICT,39.00,27.31,7.000,Y
RCP6142WHI,225.95,78.20,7.000,Y
