Rubbermaid D253 Super Stitch Blend Mop Heads, 6/Case - Red (Large),RCP D253 RED,"<p><span style=""><strong>Super Stitch Blend Mop Heads, 6/Case - Red (Large)</strong></span></p><p><span style="">Outperforms and outlasts premium cut-end mops two to one.</span></p><ul class=""redsquare""><li><span style="">Balanced blend of cotton and synthetic yarns for absorbency and strength.</span></li><li><span style="">Looped ends and yarn tailband mop for greater floor coverage.</span></li></ul>",,,,,,
Rubbermaid D253 Super Stitch Blend Mop Heads, 6/Case - Red/White (Large),RCP D253 WHI,"<p><span style=""><strong>Super Stitch Blend Mop Heads, 6/Case - White (Large)</strong></span></p><p><span style="">Outperforms and outlasts premium cut-end mops two to one.</span></p><ul class=""redsquare""><li><span style="">Balanced blend of cotton and synthetic yarns for absorbency and strength.</span></li><li><span style="">Looped ends and yarn tailband mop for greater floor coverage.</span></li></ul>",,,,,,
Rubbermaid D413 Super Stitch Rayon Mop Heads 6/Case - White (Large),RCP D413,"<p><strong><span style="">Super Stitch Rayon Mop Heads 6/Case - White (Large)</span></strong></p>",,,,,,,
Rubbermaid D552 Super Stitch Finish Mops 6/Case - White (Medium),RCP D552,"<p><strong><span style="">Super Stitch Finish Mops 6 to a Case - White (Medium)</span></strong></p><p><span style="">Blend yarns for great absorbency and release.</span></p><ul class=""redsquare""><li><span style="">Bright blue and white yarn helps color code finish mop from general-purpose mops.</span></li><li><span style="">Looped ends and yarn tailband help reduce streaking.</span></li><li><span style="">Tightly twisted, 4-ply yarn helps reduce linting.</span></li></ul>",,,,,,,
Rubbermaid D553 Super Stitch Finish Mops 6/Case - White (Large),RCP D553,"<p><strong><span style="">Super Stitch Finish Mops 6/Case - White (Large)</span></strong></p><p><span style="">Blend yarns for great absorbency and release.</span></p><ul class=""redsquare""><li><span style="">Bright blue and white yarn helps color code finish mop from general-purpose mops.</span></li><li><span style="">Looped ends and yarn tailband help reduce streaking.</span></li><li><span style="">Tightly twisted, 4-ply yarn helps reduce linting.</span></li></ul>",,,,,,,
Rubbermaid DCR24CSM Silhouette Steel Can/Bottle Recycling Receptacle 29 gallon - Silver,RCP DCR24CSM,"<p><strong><span style="">Silhouette Steel Can/Bottle Recycling Receptacle 29 gallon - Silver</span></strong></p><p><span style="">Contemporary design of perforated steel provides an upscale look perfect in any environment.</span></p><ul class=""redsquare""><li><span style="">Constructed of heavy gauge, fire-safe steel.</span></li><li><span style="">DCR24 models feature piano hinged tops.</span></li><li><span style="">Designer Decals are factory applied.</span></li><li><span style="">DRR24 models feature lift off tops.</span></li><li><span style="">Includes a leak-proof rigid plastic liner and adjustable leg levelers.</span></li><li><span style="">Hinge tops and folding retainer bands to keep can liners out of sight.</span></li><li><span style="">Waste Receptacle Type: Recycling.</span></li><li><span style="">Material(s): Steel.</span></li><li><span style="">Application: Cans and Bottles.</span></li><li><span style="">Capacity (Volume): 29 gal.</span></li><li><span style="">Height 32.4"".</span></li><li><span style="">Width 18.5"".</span></li></ul>",,,,,,,
Rubbermaid DCR24PSM Silhouette Steel Paper Recycling Receptacle 29 gallon - Silver Metallic,RCP DCR24PSM,"<p><span>&nbsp;<strong><span style="">Silhouette Steel Paper Recycling Receptacle 29 gallon - Silver Metallic</span></strong></span></p><p><span style="">The contemporary design of perforated steel provides an upscale look that&rsquo;s perfect in any environment.</span></p><ul class=""redsquare""><li><span style="">Constructed of heavy gauge, fire-safe steel.</span></li><li><span style="">DCR24 models feature piano hinged tops.</span></li><li><span style="">Designer Decals are factory applied.</span></li><li><span style="">DRR24 models feature lift off tops.</span></li><li><span style="">Includes a leak-proof rigid plastic liner and adjustable leg levelers.</span></li><li><span style="">Includes hinge top and folding retainer bands to keep can liners out of sight.</span></li><li><span style="">Round models feature lift-off lids.</span></li><li><span style="">Height 32.4"".</span></li><li><span style="">Width 18.5"".</span></li><li><span style="">20 gallon.</span></li></ul>",,,,,,,
Rubbermaid DCR24TSM Silhouette Steel Waste Receptacle 29 gallon - Silver Metallic,RCP DCR24TSM,<p><strong><span>Silhouette Steel Waste Receptacle 29 gallon. </span></strong>T<span>he contemporary design of perforated steel provides an upscale look that&rsquo;s perfect in any environment.</span></p>,,,,,,,
Rubbermaid DRR24TSM Perforated Steel Recycling Receptacle, 26 Gallon,RCP DRR24TSM,<p><strong><span>Perforated Steel Recycling Receptacle with Plastic Liner. </span></strong><span>The contemporary design combined with classically styled tops provides an upscale look perfect in any environment.</span></p>,,,,,,
Rubbermaid E052 Looped Fringe Replacement Finish Mop Head,RCP E052,"<p><span style=""><strong>FINISH MOP 18"" WHITE W/BLUE</strong> </span></p>",,,,,,,
Rubbermaid E138 Universal Headband Mop Heads 6/Case - White,RCP E138,"<p><strong><span style="">Universal Headband Mop Heads 6/Case - White</span></strong></p><p><span style="">Excellent, all-purpose mop for general cleaning.</span></p><ul class=""redsquare""><li><span style="">Looped ends reduce fraying associated with cut-end mops.</span></li><li><span style="">Universal headband fits both side-loading and clamp-style handles.</span></li></ul>",,,,,,,
Rubbermaid E139 Universal Headband Mop Heads 12/Case - White,RCP E139,"<p><strong><span style="">Universal Headband Mop Heads 12/Case - White</span></strong></p><p><span style="">Excellent, all-purpose mop for general cleaning.</span></p><ul class=""redsquare""><li><span style="">Looped ends reduce fraying associated with cut-end mops.</span></li><li><span style="">Universal headband fits both side-loading and clamp-style handles.</span></li></ul>",,,,,,,
Rubbermaid E238 Universal Headband Mop Heads 12/Case - Blue,RCP E238,"<p><strong><span style="">Universal Headband Mop Heads 12/Case - Blue</span></strong></p><p><span style="">Cotton/synthetic yarn blend for almost twice the absorbency of cotton.</span></p><ul class=""redsquare""><li><span style="">Looped ends reduce fraying associated with cut-end mops.</span></li><li><span style="">Universal headband fits both side-loading and clamp-style handles.</span></li></ul>",,,,,,,
Rubbermaid E239 Universal Headband Mop, 32 oz -12/Case - Blue,RCP E239,"<p><strong><span style="">Universal Headband Mop, 32 oz -12/Case - Blue</span></strong></p><p><span style="">Cotton/synthetic yarn blend for almost twice the absorbency of cotton.</span></p><ul class=""redsquare""><li><span style="">Looped ends reduce fraying associated with cut-end mops.</span></li><li><span style="">Universal headband fits both side-loading and clamp-style handles.</span></li></ul>",,,,,,
Rubbermaid E438-12 Universal Rayon Headband Mop Heads 12/Case- White,RCP E438-12,"<p><strong><span style="">Universal Rayon Headband Mop Heads 12/Case- White</span></strong></p><p><span style="">Ideal for floor finish application.</span></p><ul class=""redsquare""><li><span style="">Looped ends reduce linting and de-plying.</span></li><li><span style="">Universal headband fits both side-loading and clamp-style handles.</span></li><li><span style="">12 to Case.</span></li></ul>",,,,,,,
Rubbermaid F116-12 Premium Cut-End Cotton Mop, 12/Case - White,RCP F116-12,"<p><strong><span style="">Premium Cut-End Cotton Mop, 12/Case - White</span></strong></p>",,,,,,
Rubbermaid F117-12 Premium Cut-End Cotton Mop 20 oz, 12/Case - White,RCP F117-12,"<p><strong><span style="">Premium Cut-End Cotton Mop 20 oz, 12/Case - White</span></strong></p><p><span style="">Economical mop for general purpose or one-time floor cleaning. </span></p>",,,,,,
Rubbermaid F118-12 Premium Cut-End Cotton Mop 12/Case - White,RCP F118-12,"<p><strong><span style="">Premium Cut-End Cotton Mop 12/Case - White</span></strong></p>",,,,,,,
Rubbermaid F131 SBL Synthetic Blend Mop Head, 16 oz, 6/Case - Blue,RCP F131 SBL,"<p><strong><span style="">SBL Synthetic Blend Mop Head, 16 oz, 6/Case - Blue</span></strong></p><p><span style="">Economical, cut-end wet mop for general cleaning.</span></p><ul class=""redsquare""><li><span style="">All synthetic mop yarn resists abrasive floor surfaces such as quarry tile for long mop performance.</span></li><li><span style="">Yarn blend absorbs 4-5 times the mop&rsquo;s weight.</span></li><li><span style="">Colors are perfect for a color-coding system and resist mop graying for like-new appearance.</span></li></ul>",,,,,
Rubbermaid F136 Synthetic Wet Mop Heads 6 to a Case 16oz - Blue,RCP F136 SBL,"<p><strong><span style="">Synthetic Wet Mop Heads 6 to a Case 16 oz - Blue</span></strong></p><p><span style="">Excellent, all-purpose mop for general cleaning.</span></p><ul class=""redsquare""><li><span style="">Looped ends reduce fraying associated with cut-end mops.</span></li><li><span style="">Universal headband fits both side-loading and clamp-style handles.</span></li></ul>",,,,,,,
Rubbermaid F137 Synthetic Wet Mop Heads 6/Case 24oz - Blue,RCP F137 SBL,"<p><strong><span style="">Synthetic Wet Mop Heads 6 to a Case - Blue</span></strong></p><p><span style="">Economical, cut-end wet mop for general cleaning.</span></p><ul class=""redsquare""><li><span style="">All synthetic mop yarn resists abrasive floor surfaces such as quarry tile for long mop performance.</span></li><li><span style="">Yarn blend absorbs 4-5 times the mop&rsquo;s weight.</span></li><li><span style="">Colors are perfect for a color-coding system and resist mop graying for like-new appearance.</span></li><li><span style="">24 oz capacity.</span></li></ul>",,,,,,,
Rubbermaid F158 Premium Cut-End Cotton Mop Head 12 to a Case - White,RCP F158 WHI,"<p><strong><span style="">Premium Cut-End Cotton Mop Head 12 to a Case - White</span></strong></p><p><span style="">Economical mop for general purpose or one-time floor cleaning. </span></p>",,,,,,,
Rubbermaid F167 Premium Bolt-On Mop Head Cotton 20-oz. - 12 to a Case - White,RCP F167,"<p><strong><span style="">Premium Bolt-On Mop Head Cotton 20-oz - 12/Case - White</span></strong></p>",,,,,,,
Rubbermaid F168 Premium Bolt-On Cut-End Mop Head Cotton 24-oz 12/Case - White,RCP F168,"<p><strong><span style="">Premium Bolt-On Cut-End Mop Head Cotton 24-oz - White</span></strong></p>",,,,,,,
Rubbermaid F216 Premium Eight-Ply Wet Mop Head Cotton 16-oz 12 to a Case - White,RCP F216,"<p><strong><span style="">Premium Eight-Ply Wet Mop Head Cotton 16-oz 12 to a Case - White</span></strong></p>",,,,,,,
Rubbermaid F217 Premium Eight-Ply Wet Mop Head Cotton 20-oz - 12/Case - White,RCP F217,"<p><strong><span style="">Premium Eight-Ply Wet Mop Head Cotton 20-oz - 12 to a Case - White</span></strong></p>",,,,,,,
Rubbermaid F218 Premium Eight-Ply Wet Mop Head Cotton 24-oz - 12 to a Case - White,RCP F218,"<p><strong><span style="">Premium Eight-Ply Wet Mop Head Cotton 24-oz - 12 to a Case - White</span></strong></p>",,,,,,,
Rubbermaid F416 Premium 16oz Mop Heads 12/Case - White,RCP F416 WHI,"<p><strong><span style="">Premium 16oz Mop Heads 12/Case - White</span></strong></p>",,,,,,,
Rubbermaid F417 Premium Mop Heads, Rayon 24 oz 12/Case - White,RCP F417 WHI,"<p><strong><span style="">Premium Mop Heads, Rayon 24 oz 12/Case - White</span></strong></p>",,,,,,
Rubbermaid F418-12 Premium Mop Heads 12/Case 32 oz - White,RCP F418-12,"<p><strong><span style="">Premium Mop Heads 12/Case 32 oz - White</span></strong></p>",,,,,,,
Rubbermaid F516-12 Cut-End Blend Mop Heads 12/Case 16 oz - Blue,RCP F516-12 BLU,"<p><strong><span style="">Cut-End Blend Mop Heads 12/Case 16 oz - Blue</span></strong></p><p><span style="">Cut-end, 4-ply cotton/rayon/synthetic yarn blend for good performance and durability.</span></p>",,,,,,,
Rubbermaid F517-12 Cut-End Blend Mop Heads 12/Case - 20 oz - White,RCP F517-12 BLU,"<p><strong><span style="">Cut-End Blend Mop Heads 12/Case - 20 oz - White</span></strong></p><p><span style="">Cut-end, 4-ply cotton/rayon/synthetic yarn blend for good performance and durability.</span></p>",,,,,,,
Rubbermaid F518-12 Cut-End Blend Mop Heads 12/Case - 24 oz - Blue,RCP F518-12 BLU,"<p><strong><span style="">Cut-End Blend Mop Heads 12/Case - 24 oz - Blue</span></strong></p>",,,,,,,
Rubbermaid F558 Cut-End Blend Mop Heads 12/Case - White,RCP F558 WHI,"<p><span style=""><strong>Cut-End Blend Mop Heads 12/Case - White</strong></span></p>",,,,,,,
Rubbermaid F558 Non-Launderable Cotton/Synth Cut-End Mop Heads, 12/Case 24 Oz - Blue,RCP F558 BLU,"<p><strong><span style="">Cut-End Blend Mop Heads 12/Case - Blue</span></strong></p>",,,,,,
Rubbermaid G042-04 Cotton Mop/Handle Combination, 46-Inch Handle, 8 Oz White Mop Head, 4/Case,RCP G042-04,"<p><strong><span style="">Cotton Mop/Handle Combination, 46-Inch Handle, 8 Oz White Mop Head, 4/Case</span></strong></p><p><span style="">Lightweight and easy to clean, helps increase operator productivity.</span></p><ul class=""redsquare""><li><span style="">Lightweight combo pack lets operator travel up and down stairs easily.</span></li><li><span style="">Pail holds up to 15 U.S. quarts (14.2 L). Strainer wrings up to a 10 oz. (283 g) mop.</span></li><li><span style="">Durable plastic construction has smooth, easy-to-clean surface.</span></li><li><span style="">Pails and funnel-shaped mop strainers nest and stack for convenient storage between jobs.</span></li><li><span style="">Application: Floor Maintenance.</span></li><li><span style="">Mop Head Size: 8 oz.</span></li><li><span style="">Handle Length: 46"".</span></li></ul>",,,,
Rubbermaid G043-00 Replacement Mop Head For Mop/Handle Combo 12/Case, Cotton - White,RCP G043-00,"<p><strong><span style="">Replacement Mop Head For Mop/Handle Combo 12/Case, Cotton - White</span></strong></p>",,,,,,
Rubbermaid G780 PVA Sponge Mop w/Wringer Lever 12w - Blue Head,RCP G780,"<p><strong><span style="">PVA Sponge Mop w/Wringer Lever 12w - Blue Head</span></strong></p><p><span style="">An easy-to-use cleaning system.</span></p><ul class=""redsquare""><li><span style="">Handle mounted lever allows for squeeze-action wringing.</span></li><li><span style="">Refill heads available.</span></li><li><span style="">Double pail for separation of cleaning solution and rinse water.</span></li></ul>",,,,,,,
"Rubbermaid G781 Sponge Mop Head Refill Polyvinyl Alcohol 12"" - Blue",RCP G781,"<p><strong><span style="">Sponge Mop Head Refill Polyvinyl Alcohol 12"" - Blue</span></strong></p><p><span style="">An easy-to-use cleaning system.</span></p><ul class=""redsquare""><li><span style="">Handle mounted lever allows for squeeze-action wringing.</span></li><li><span style="">Refill heads available.</span></li><li><span style="">Double pail for separation of cleaning solution and rinse water.</span></li><li><span style="">Sponge is absorbent and durable. </span></li><li><span style="">Rippled design for excellent scrubbing action. </span></li><li><span style="">Head Type: Sponge.</span></li><li><span style="">Application: Floors.</span></li><li><span style="">Mop Head Size: 12 Wide.</span></li><li><span style="">Mop Head Color: Blue.</span></li></ul>",,,,,,,
Rubbermaid H115 Invader Wood Side-Gate Wet-Mop Handle," 54""", Natural/Yellow,RCP H115,"<p><strong><span style="">Invader Wood Side-Gate Wet-Mop Handle, 54"," Natural/Yellow</span></strong></p><p><span style="""">Invader&reg"," Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="""">Invader&reg", Side Gate Handle&rsquo,"s thumb wheel clamps the mop firmly in place.</span></li><li><span style="""">Should be used with 1"" (2.5 cm) headband mops only.</span></li></ul>""",
"Rubbermaid H116 Invader Side-Gate Wood Wet-Mop Handle 60"" - Natural",RCP H116,"<p><strong>SIDE GATE, INVADER, WOOD HANDLE, 60""</strong>&nbsp;</p><p>Locked-in antimicrobial agent protects against bacterial growth.</p>",,,,,,,
Rubbermaid H117 Bamboo Composite Side-Gate Wet-Mop Handle," 60"" - Natural/Black",RCP H117,"<p><strong><span style="">Bamboo Composite Side-Gate Wet-Mop Handle, 60"" - Natural/Black</span></strong></p><p><span style="">Invader&reg; Side Gate Wet Mop Handle, Large Black Plastic Head, Bamboo Composite Handle.</span></p><ul class=""redsquare""><li><span style="">Bamboo Composite Handles - Bamboo fibers are ten times stronger than wood fibers. </span></li><li><span style="">Bamboo is a rapidly renewable resource with a short growth cycle of 5 years. </span></li><li><span style="">Core is recycled hardwood.</span></li><li><span style="">Recycled Head - Made from 100% post- industrial polypropylene. </span></li><li><span style="">Polypropylene is resistant to acids, bases and solvents and makes and excellent mop head.</span></li><li><span style="">Variety - Handles work with 1 inch or 5 inch headband and all dust mop frames.</span></li><li><span style="">Performance - Bamboo composite handles with recycled hardwood core.</span></li><li><span style="">Provides top notch performance in strength and durability versus standard handles.</span></li><li><span style="">Handle's thumb wheel clamps the mop firmly in place; should be used with 1"" headband mops.</span></li></ul>",,,,,,
Rubbermaid H126 Aluminum Side-Gate Wet-Mop Handle," 60"" - Gray/Yellow",RCP H126,"<p><span style=""><strong>SIDE GATE INVADER, ALUMINUM HANDLE, 60""</strong></span></p><p><span style="">Locked-in antimicrobial agent protects against bacterial growth. </span></p>",,,,,,
"Rubbermaid H135 Aluminum Side-Gate Wet-Mop Handle 54"" - Gray/Yellow",RCP H135,"<p><strong><span style="">Aluminum Side-Gate Wet-Mop Handle 54"" - Gray/Yellow</span></strong></p><p><span style="">Invader&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Invader&reg; Side Gate Handle&rsquo;s thumb wheel clamps the mop firmly in place.</span></li><li><span style="">Should be used with 1"" (2.5 cm) headband mops only.</span></li></ul>",,,,,,,
Rubbermaid H136 Aluminum Side-Gate Wet-Mop Handle," 60"" - Gray/Yellow",RCP H136,"<p><span style=""><strong>INVADER, VINYL ALUMINUM HANDLE, 60""</strong></span></p><p><span style="">Locked-in antimicrobial agent protects against bacterial growth. </span></p>",,,,,,
Rubbermaid H145 Fiberglass Side-Gate Wet-Mop Handle," 54"" - Gray/Yellow",RCP H145,"<p><strong><span style="">Fiberglass Side-Gate Wet-Mop Handle, 54"" - Gray/Yellow</span></strong></p><p><span style="">Invader&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Invader&reg; Side Gate Handle&rsquo;s thumb wheel clamps the mop firmly in place.</span></li><li><span style="">Should be used with 1"" (2.5 cm) headband mops only.</span></li></ul>",,,,,,
Rubbermaid H146 Fiberglass Side-Gate Wet-Mop Handle," 60"" - Blue/Yellow",RCP H146 BLU,"<p><span style=""><strong>SIDE GATE INVADER, FIBERGLASS HANDLE, 60""</strong>&nbsp;</span></p><p><span style="">Locked-in antimicrobial agent protects against bacterial growth.</span></p>",,,,,,
Rubbermaid H146 Fiberglass Side-Gate Wet-Mop Handle," 60"" - Gray/Yellow",RCP H146,"<p><span style=""><strong>SIDE GATE INVADER, FIBERGLASS HANDLE, 60""</strong>&nbsp;</span></p><p><span style="">Locked-in antimicrobial agent protects against bacterial growth. </span></p>",,,,,,
Rubbermaid H146 Fiberglass Side-Gate Wet-Mop Handle," 60"" - Red/Yellow",RCP H146 RED,"<p><span style=""><strong>SIDE GATE INVADER, FIBERGLASS HANDLE, 60""</strong>&nbsp;<strong>- RED</strong></span></p><p><span style="">Locked-in antimicrobial agent protects against bacterial growth.</span></p>",,,,,,
Rubbermaid H146 Invader Side-Gate Wet-Mop Handle," 60"" - Green",RCP H146 GRE,"<p><span style=""><strong>SIDE GATE INVADER, FIBERGLASS HANDLE, 60""</strong>&nbsp;<strong>- GREEN</strong></span></p><p><span style="">Locked-in antimicrobial agent protects against bacterial growth.</span></p>",,,,,,
Rubbermaid H215 Gripper Mop Handle, Hardwood," 54""",RCP H215,"<p><strong><span style="">Gripper Mop Handle, Hardwood, 54"" - Yellow</span></strong></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li><li><span style="">Plastic jaws firmly grip mop head. Allows quick mop changes. </span></li><li><span style="">Ideal for 5 wide headband mops. </span></li><li><span style="">Handle Length: 54"".</span></li><li><span style="">Handle Material: Hardwood.</span></li><li><span style="">Color(s):Brown/ Yellow.</span></li></ul>",,,,,
"Rubbermaid H216 Gripper Hardwood Mop Handle 60"" - Natural/Yellow",RCP H216,"<p><strong><span style="">Gripper Hardwood Mop Handle 60"" - Natural/Yellow</span></strong></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,,,
Rubbermaid H217 Gripper Bamboo Composite Mop Handle," 60"" - Natural/Black",RCP H217,"<p><strong><span style="">Gripper Bamboo Composite Mop Handle, 60"" - Natural/Black</span></strong></p><p><span style="">Invader&reg; Side Gate Wet Mop Handle, Large Black Plastic Head, Bamboo Composite Handle</span></p><ul class=""redsquare""><li><span style="">Bamboo Composite Handles - Bamboo fibers are ten times stronger than wood fibers. </span></li><li><span style="">Bamboo is a rapidly renewable resource with a short growth cycle of 5 years. </span></li><li><span style="">Core is recycled hardwood.</span></li><li><span style="">Recycled Head - Made from 100% post- industrial polypropylene. </span></li><li><span style="">Polypropylene is resistant to acids, bases and solvents and makes and excellent mop head.</span></li><li><span style="">Variety - Handles work with 1 inch or 5 inch headband and all dust mop frames.</span></li><li><span style="">Performance - Bamboo composite handles with recycled hardwood core.</span></li><li><span style="">Provides top notch performance in strength and durability versus standard handles.</span></li><li><span style="">Handle's thumb wheel clamps the mop firmly in place; should be used with 1"" headband mops.</span></li></ul>",,,,,,
Rubbermaid H226 Gripper Aluminum Mop Handle," 60"" - Gray/Yellow",RCP H226,"<p><strong><span style="">Gripper Aluminum Mop Handle, 60"" - Gray/Yellow</span></strong></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,,
"Rubbermaid H235 Gripper Vinyl-Covered Aluminum Mop Handle 54"" - Gray/Yellow",RCP H235,"<p><strong><span style="">Gripper Vinyl-Covered Aluminum Mop Handle 54"" - Gray/Yellow</span></strong></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops onl</span>y.</li></ul>",,,,,,,
Rubbermaid H236 Gripper Vinyl-Covered Aluminum Mop Handle," 60"" - Gray/Yellow",RCP H236,"<p><strong><span style="">Gripper Vinyl-Covered Aluminum Mop Handle, 60"" - Gray/Yellow</span></strong></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,,
Rubbermaid H245 Gripper Fiberglass Mop Handle," 54"" - Blue/Yellow",RCP H245,"<p><strong><span style="">Gripper Fiberglass Mop Handle, 54"" - Blue/Yellow</span></strong></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,,
Rubbermaid H246 Fiberglass Gripper Mop Handle - Yellow/Gray,RCP H246 GRA,"<p><span style=""><strong><span style="">Fiberglass Gripper Mop Handle - Yellow/Gray</span></strong></span></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,,,
Rubbermaid H246 Gripper Fiberglass Mop Handle," 60""", Blue/Yellow,RCP H246 BLU,"<p><span style=""><strong>Fiberglass Gripper Mop Handle - Yellow/Blue</strong></span></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,
Rubbermaid H246 Gripper Fiberglass Mop Handle," 60""", Red/Yellow,RCP H246 RED,"<p><span style=""><strong>Fiberglass Gripper Mop Handle - Yellow/Red</strong></span></p><p><span style="">Gripper&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Gripper&reg; Clamp Style Handles hold mop firmly between the jaws of the mop handle.</span></li><li><span style="">Should be used with 5"" (12.7 cm) headband mops only.</span></li></ul>",,,,,
Rubbermaid H316 Bolt-On Wet Mop Handle," 60"" - Hardwood/Metal",RCP H316,"<p><strong><span style="">Bolt-On Wet Mop Handle, 60"" - Hardwood/Metal</span></strong></p><p><span style="">Combines durable metal head with a quality hardwood handle.</span></p><ul class=""redsquare""><li><span style="">Use with screw-on mop heads.</span></li><li><span style="">Firm hardwood handle with durable metal head. </span></li><li><span style="">For use with s crew-on mop heads. </span></li><li><span style="">Threaded-bolt head allows quick and easy mop changes. </span></li><li><span style="">Handle Length: 60.</span></li><li><span style="">Handle Diameter: 1"".</span></li><li><span style="">Handle Material: Hardwood.</span></li></ul>",,,,,,
Rubbermaid H516 Invader Side-Gate Wet-Mop Handle," 60"" - Wood/Steel",RCP H516,"<p><strong><span style="">Invader Side-Gate Wet-Mop Handle, 60"" - Wood/Steel</span></strong></p><p><span style="">Invader&reg; Wet Mop Handles make removing and replacing mop heads easy and efficient.</span></p><ul class=""redsquare""><li><span style="">Invader&reg; Side Gate Handle&rsquo;s thumb wheel clamps the mop firmly in place.</span></li><li><span style="">Should be used with 1"" (2.5 cm) headband mops only.</span></li></ul>",,,,,,
Rubbermaid J151-12 Trapper Commercial Dust Mop Looped-end 5 x 12 - Yellow,RCP J151-12,"<p><strong><span style="">Trapper Commercial Dust Mop Looped-end 5 x 12 - Yellow</span></strong></p><p><span style="">Looped-end, balanced blend dust mop for general-purpose dust mopping.</span></p><ul class=""redsquare""><li><span style="">Pre-treated, pre-shrunk and fully launderable for long product life.</span></li><li><span style="">Envelope backing style.</span></li><li><span style="">Ideal for slip-on backing for easy set-up and for general-purpose dust mopping.&nbsp;</span></li></ul>",,,,,,,
Rubbermaid J152 Trapper Commercial Dust Mop Looped-end 3/Case- Yellow,RCP J152,"<p><strong><span style="">Trapper Commercial Dust Mop Looped-end 3 to a Case- Yellow</span></strong></p><p><span style="">Looped-end, balanced blend dust mop for general-purpose dust mopping.</span></p><ul class=""redsquare""><li><span style="">Pre-treated, pre-shrunk and fully launderable for long product life.</span></li><li><span style="">Envelope backing style.</span></li><li><span style="">Length 18"".</span></li><li><span style="">Width 5"".</span></li></ul>",,,,,,,
Rubbermaid J153 Trapper Commercial Dust Mop, Looped-end 3 to a Case - Yellow,RCP J153,"<p><strong><span style="">Trapper Commercial Dust Mop, Looped-end 3 to a Case - Yellow</span></strong></p><p><span style="">Looped-end, balanced blend dust mop for general-purpose dust mopping.</span></p><ul class=""redsquare""><li><span style="">Pre-treated, pre-shrunk and fully launderable for long product life.</span></li><li><span style="">Envelope backing style.</span></li></ul>",,,,,,
Rubbermaid J155 Commercial Dust Mop Looped-end 3 to a Case," 36"" - Yellow",RCP J155,"<p><strong><span style="">Trapper Commercial Dust Mop Looped-end 3 to a Case, 36"" - Yellow</span></strong></p><p><span style="">Looped-end, balanced blend dust mop for general-purpose dust mopping.</span></p><ul class=""redsquare""><li><span style="">Pre-treated, pre-shrunk and fully launderable for long product life.</span></li><li><span style="">Envelope backing style.</span></li><li><span style="">Length 36""</span></li><li><span style="">Width 5"".</span></li></ul>",,,,,,
