Item Number,Manufacturer Long Name,List Price,Item Weight
RCP638906BLACT,RUBBERMAID COMMERCIAL PROD.,163.18,4.410
RCP638906BLAEA,RUBBERMAID COMMERCIAL PROD.,27.20,1.000
RCP6397CT,RUBBERMAID COMMERCIAL PROD.,311.74,12.000
RCP6435BRNZ,RUBBERMAID COMMERCIAL PROD.,51.25,2.350
RCP6435BZE,RUBBERMAID COMMERCIAL PROD.,75.76,2.440
RCP6436YEL,RUBBERMAID COMMERCIAL PROD.,33.79,0.600
RCP6482COB,RUBBERMAID COMMERCIAL PROD.,6.33,0.247
RCP6509WHI,RUBBERMAID COMMERCIAL PROD.,8.93,0.210
RCP6523WHI,RUBBERMAID COMMERCIAL PROD.,12.34,0.400
RCP6B1204,,79.20,4.000
RCP6C0100,RUBBERMAID COMMERCIAL PROD.,36.64,0.583
RCP6C0100CT,RUBBERMAID COMMERCIAL PROD.,439.65,9.000
RCP6M0206,,135.71,0.000
RCP7035BROCT,,90.52,5.952
RCP711204WHICT,,138.01,7.300
RCP738000YEL,RUBBERMAID COMMERCIAL PROD.,142.45,11.408
RCP7470YEL,RUBBERMAID COMMERCIAL PROD.,112.13,45.000
RCP748000YEL,RUBBERMAID COMMERCIAL PROD.,173.50,31.750
RCP748071YELCT,,2206.46,201.720
RCP750111,RUBBERMAID COMMERCIAL PROD.,205.72,11.000
RCP750112,RUBBERMAID COMMERCIAL PROD.,209.31,10.900
RCP750243,RUBBERMAID COMMERCIAL PROD.,141.05,5.000
RCP750244,,141.05,5.000
RCP750339,RUBBERMAID COMMERCIAL PROD.,209.75,2.033
RCP750386,RUBBERMAID COMMERCIAL PROD.,215.39,16.323
RCP750411,RUBBERMAID COMMERCIAL PROD.,155.59,2.294
RCP750443,RUBBERMAID COMMERCIAL PROD.,186.01,10.488
RCP750502,,7476.48,50.250
RCP750517,RUBBERMAID COMMERCIAL PROD.,136.77,8.534
RCP750591,RUBBERMAID COMMERCIAL PROD.,316.20,10.200
RCP750593,RUBBERMAID COMMERCIAL PROD.,212.28,11.000
RCP757088BLUCT,,589.74,41.300
RCP757088BRO,RUBBERMAID COMMERCIAL PROD.,147.43,8.000
RCP757088REDCT,,589.74,41.400
RCP757088YEL,RUBBERMAID COMMERCIAL PROD.,147.43,10.000
RCP7570L2,RUBBERMAID COMMERCIAL PROD.,7.00,0.360
RCP757588BRO,RUBBERMAID COMMERCIAL PROD.,272.71,22.060
RCP757588YEL,RUBBERMAID COMMERCIAL PROD.,264.18,9.000
RCP7575M2,RUBBERMAID COMMERCIAL PROD.,12.77,0.180
RCP757688YW,RUBBERMAID COMMERCIAL PROD.,487.28,20.450
RCP757788BN,RUBBERMAID COMMERCIAL PROD.,309.69,21.000
RCP757788YW,RUBBERMAID COMMERCIAL PROD.,258.78,14.000
RCP757888BLU,RUBBERMAID COMMERCIAL PROD.,309.69,21.164
RCP757888GRE,RUBBERMAID COMMERCIAL PROD.,309.69,21.164
RCP757888RED,RUBBERMAID COMMERCIAL PROD.,309.69,1.000
RCP758088BN,RUBBERMAID COMMERCIAL PROD.,207.95,21.000
RCP758088YW,RUBBERMAID COMMERCIAL PROD.,180.35,20.000
RCP7580L2RED,,7.83,1.000
RCP758888BLU,RUBBERMAID COMMERCIAL PROD.,252.58,19.600
RCP758888GRE,RUBBERMAID COMMERCIAL PROD.,252.58,20.000
RCP758888RED,RUBBERMAID COMMERCIAL PROD.,252.58,19.800
RCP759088YEL,RUBBERMAID COMMERCIAL PROD.,222.20,8.000
RCP7677YEL,RUBBERMAID COMMERCIAL PROD.,439.09,27.900
RCP768000YW,RUBBERMAID COMMERCIAL PROD.,343.61,25.450
RCP7720BLA,,458.55,36.200
RCP773488,RUBBERMAID COMMERCIAL PROD.,991.23,69.000
RCP7777YEL,RUBBERMAID COMMERCIAL PROD.,581.84,1.000
RCP778000YW,RUBBERMAID COMMERCIAL PROD.,492.62,37.980
RCP780200BLA,RUBBERMAID COMMERCIAL PROD.,156.38,11.200
RCP7802BLA,RUBBERMAID COMMERCIAL PROD.,208.85,10.850
RCP780400BLA,RUBBERMAID COMMERCIAL PROD.,366.90,33.520
RCP7804BLA,RUBBERMAID COMMERCIAL PROD.,462.24,32.981
RCP780508PLA,RUBBERMAID COMMERCIAL PROD.,495.65,1.000
RCP780608BLA,,406.50,16.500
RCP781408BLA,,345.31,16.997
RCP781408DGR,,345.31,1.000
RCP781408PLA,RUBBERMAID COMMERCIAL PROD.,332.01,16.997
RCP781588BLA,,113.96,2.500
RCP781588PLA,RUBBERMAID COMMERCIAL PROD.,113.96,2.000
RCP781588RED,,113.96,1.000
RCP7815DGR,,39.71,1.000
RCP781788WE,RUBBERMAID COMMERCIAL PROD.,271.04,4.000
RCP781888,RUBBERMAID COMMERCIAL PROD.,683.12,26.000
RCP7818L2,,16.70,0.100
RCP781988PLA,RUBBERMAID COMMERCIAL PROD.,683.12,23.810
RCP7822BEI,RUBBERMAID COMMERCIAL PROD.,367.57,9.000
RCP7822BRO,RUBBERMAID COMMERCIAL PROD.,367.57,11.153
RCP7822L1BRO,,73.88,3.500
RCP7907L1RED,,162.60,10.690
RCP792020BEI,RUBBERMAID COMMERCIAL PROD.,200.45,6.800
RCP7931L2,,247.65,9.660
RCP7E60RDC,,9.95,1.000
RCP7H78TRCHILI,,41.01,1.000
RCP7H79TRCHILI,,49.11,1.000
RCP816088BG,RUBBERMAID COMMERCIAL PROD.,386.11,17.736
RCP816088BK,RUBBERMAID COMMERCIAL PROD.,386.11,17.736
RCP816088BRO,RUBBERMAID COMMERCIAL PROD.,386.11,18.200
RCP816088OWH,,386.11,17.000
RCP817088BG,RUBBERMAID COMMERCIAL PROD.,503.06,22.994
RCP817088BK,RUBBERMAID COMMERCIAL PROD.,503.06,62.810
RCP817088BRO,RUBBERMAID COMMERCIAL PROD.,503.06,22.994
RCP817088OWH,RUBBERMAID COMMERCIAL PROD.,503.06,22.994
RCP818088BEI,RUBBERMAID COMMERCIAL PROD.,1046.93,1.000
RCP818288BEI,RUBBERMAID COMMERCIAL PROD.,917.01,25.950
RCP818488BEIG,,872.46,21.160
RCP818588BEIG,,746.24,19.600
RCP843088BG,RUBBERMAID COMMERCIAL PROD.,696.11,37.000
RCP843088BLA,RUBBERMAID COMMERCIAL PROD.,723.95,1.000
RCP843088BRO,RUBBERMAID COMMERCIAL PROD.,723.95,40.000
RCP862020GRAY,,524.17,45.500
RCP863292GRA,RUBBERMAID COMMERCIAL PROD.,112.03,9.290
RCP9058BLA,RUBBERMAID COMMERCIAL PROD.,664.54,23.500
RCP9079HSI,RUBBERMAID COMMERCIAL PROD.,1485.02,24.950
RCP917188BG,RUBBERMAID COMMERCIAL PROD.,1028.40,43.000
RCP917188BLA,RUBBERMAID COMMERCIAL PROD.,1028.40,43.000
RCP917388BEI,RUBBERMAID COMMERCIAL PROD.,924.42,36.940
RCP917388BLA,RUBBERMAID COMMERCIAL PROD.,924.42,50.000
RCP9175BEI,RUBBERMAID COMMERCIAL PROD.,1243.69,53.400
RCP9175BLA,RUBBERMAID COMMERCIAL PROD.,1243.69,50.080
RCP9176BLA,RUBBERMAID COMMERCIAL PROD.,1106.36,0.000
RCP9177BEI,RUBBERMAID COMMERCIAL PROD.,248.75,8.500
RCP9177BLA,,248.75,7.500
RCP925659C1BLA,,30.44,0.100
RCP9400L1,,26.31,1.000
RCP9406BLA,,475.20,22.046
RCP9407PLA,,582.86,27.558
RCP9408L6,,59.31,0.400
RCP9B00GRACT,RUBBERMAID COMMERCIAL PROD.,392.46,20.700
RCP9B02DZ,RUBBERMAID COMMERCIAL PROD.,458.67,1.850
RCP9B03BLACT,RUBBERMAID COMMERCIAL PROD.,565.81,25.700
RCP9B04GRACT,RUBBERMAID COMMERCIAL PROD.,129.21,8.500
RCP9B05BLACT,RUBBERMAID COMMERCIAL PROD.,147.06,6.800
RCP9B06BLA,RUBBERMAID COMMERCIAL PROD.,27.49,1.600
RCP9B07BLA,RUBBERMAID COMMERCIAL PROD.,32.30,1.675
RCP9B08GRACT,RUBBERMAID COMMERCIAL PROD.,356.74,22.100
RCP9B0900BLA,RUBBERMAID COMMERCIAL PROD.,35.62,1.810
RCP9B10BLACT,RUBBERMAID COMMERCIAL PROD.,485.83,27.000
RCP9B11GRACT,RUBBERMAID COMMERCIAL PROD.,463.89,30.400
RCP9B13BLACT,RUBBERMAID COMMERCIAL PROD.,144.03,6.900
RCP9B14GRACT,RUBBERMAID COMMERCIAL PROD.,127.72,6.400
RCP9B15MARCT,RUBBERMAID COMMERCIAL PROD.,352.28,19.404
RCP9B17MARDZ,RUBBERMAID COMMERCIAL PROD.,392.46,1.810
RCP9B18BRO,RUBBERMAID COMMERCIAL PROD.,34.19,1.850
RCP9B22BROCT,RUBBERMAID COMMERCIAL PROD.,167.77,11.000
RCP9B28CT,,64.14,2.200
RCP9B29,RUBBERMAID COMMERCIAL PROD.,10.75,0.315
RCP9B29CT,RUBBERMAID COMMERCIAL PROD.,53.80,4.000
RCP9B32,RUBBERMAID COMMERCIAL PROD.,15.19,0.584
RCP9B32CT,RUBBERMAID COMMERCIAL PROD.,75.87,4.000
RCP9B34BROCT,,111.42,3.900
RCP9B35CT,,211.78,8.070
RCP9B36YELCT,RUBBERMAID COMMERCIAL PROD.,80.16,0.500
RCP9B39YELCT,,159.18,4.500
RCP9B40CT,,241.92,6.400
RCP9B44GRACT,RUBBERMAID COMMERCIAL PROD.,151.40,3.000
RCP9B50CT,,79.50,3.300
RCP9B51YELCT,,88.32,3.120
RCP9B55YELDZ,,169.64,0.360
RCP9B56BLA,RUBBERMAID COMMERCIAL PROD.,5.92,0.046
RCP9B57DZ,RUBBERMAID COMMERCIAL PROD.,89.28,0.060
RCP9B58WHIDZ,,62.49,0.120
RCP9B59BLACT,RUBBERMAID COMMERCIAL PROD.,115.69,5.260
RCP9B60BLACT,,149.36,8.700
RCP9B72GRE,RUBBERMAID COMMERCIAL PROD.,50.13,0.792
RCP9C0306CT,,73.17,2.800
RCP9C04CT,RUBBERMAID COMMERCIAL PROD.,147.13,8.322
RCP9C26CT,,155.93,5.700
RCP9C27,,24.10,0.660
RCP9C27BLACT,,233.43,8.000
RCP9C28BLACT,,341.93,11.500
RCP9C29CT,,438.03,1.565
RCP9C31CT,,262.81,11.800
RCP9C32,,332.01,14.400
RCP9C33BLACT,,438.96,19.800
RCP9C34CT,,320.85,14.800
RCP9C41BLACT,,356.19,5.200
RCP9C42CT,,445.47,5.400
RCP9C43REDCT,,376.30,5.500
RCP9C44REDCT,,501.27,5.900
RCP9C73,,106.39,10.080
RCP9C74RED,RUBBERMAID COMMERCIAL PROD.,51.77,2.176
RCP9C74YELCT,,310.62,17.022
RCP9C75L3,,53.98,11.000
RCP9C83,,111.69,4.000
RCP9C8301,RUBBERMAID COMMERCIAL PROD.,116.15,2.200
RCP9C8401,RUBBERMAID COMMERCIAL PROD.,116.15,2.000
RCP9C8501,RUBBERMAID COMMERCIAL PROD.,116.15,2.200
RCP9C8601,RUBBERMAID COMMERCIAL PROD.,98.25,2.034
RCP9C8701,RUBBERMAID COMMERCIAL PROD.,116.15,2.200
RCP9C9401,RUBBERMAID COMMERCIAL PROD.,72.66,3.250
RCP9C9501,RUBBERMAID COMMERCIAL PROD.,72.66,2.070
RCP9C9701,RUBBERMAID COMMERCIAL PROD.,72.66,2.100
RCP9F04WHI,,16.46,3.700
RCP9F07WHICT,,201.81,7.716
RCP9F09WHICT,,308.95,19.494
RCP9F12GRA,,516.00,9.800
RCP9F13GRA,,683.12,0.000
RCP9F14GRA,,831.60,20.062
RCP9F15GRA,,331.36,8.377
RCP9F16GRA,,534.59,0.000
RCP9F3600RED,,570.09,10.580
RCP9F37RED,RUBBERMAID COMMERCIAL PROD.,112.90,2.400
RCP9F3800RED,,539.03,3.730
RCP9F3900RED,,444.08,16.310
RCP9F43,RUBBERMAID COMMERCIAL PROD.,33.42,0.970
RCP9F50,RUBBERMAID COMMERCIAL PROD.,41.54,1.190
RCP9F51TBLU,RUBBERMAID COMMERCIAL PROD.,74.61,2.400
RCP9F53,RUBBERMAID COMMERCIAL PROD.,93.59,3.600
RCP9F54TBL,RUBBERMAID COMMERCIAL PROD.,108.77,4.000
RCP9F55BLA,RUBBERMAID COMMERCIAL PROD.,727.69,36.450
RCP9F56,RUBBERMAID COMMERCIAL PROD.,21.75,0.470
RCP9F73BLA,,108.37,2.425
RCP9F73BLAEA,RUBBERMAID COMMERCIAL PROD.,27.09,0.313
RCP9F75CLE,RUBBERMAID COMMERCIAL PROD.,21.92,0.400
RCP9F76CLE,RUBBERMAID COMMERCIAL PROD.,24.12,0.700
RCP9F77,RUBBERMAID COMMERCIAL PROD.,213.46,1.000
RCP9F78,,225.53,6.530
RCP9F79,,230.20,7.370
RCP9F86WHI,RUBBERMAID COMMERCIAL PROD.,53.08,3.600
RCP9G51CLE,,20.42,1.000
RCP9G53CLE,,26.72,0.350
RCP9G57WHI,RUBBERMAID COMMERCIAL PROD.,304.42,45.540
RCP9G59,RUBBERMAID COMMERCIAL PROD.,616.29,37.699
RCP9G59CHRM,,611.68,37.699
RCP9G60WHI,RUBBERMAID COMMERCIAL PROD.,143.69,3.800
RCP9G73WHI,,141.86,5.690
RCP9G74WHI,,211.57,10.150
RCP9G75WHI,,258.01,13.550
RCP9G78WHI,RUBBERMAID COMMERCIAL PROD.,183.00,5.952
RCP9G79CHR,RUBBERMAID COMMERCIAL PROD.,616.29,43.800
RCP9G80CHR,RUBBERMAID COMMERCIAL PROD.,857.61,76.000
RCP9M00BLA,RUBBERMAID COMMERCIAL PROD.,81.28,2.543
RCP9M01BLACT,RUBBERMAID COMMERCIAL PROD.,138.01,5.000
RCP9P9000BG,RUBBERMAID COMMERCIAL PROD.,1061.85,52.000
RCP9P90BLA,,1061.85,0.000
RCP9P90GRE,,1061.85,51.786
RCP9P91BEI,,1214.03,49.800
RCP9P91BLA,,1214.03,53.572
RCP9S00YEL,RUBBERMAID COMMERCIAL PROD.,70.19,1.078
RCP9S0100YL,RUBBERMAID COMMERCIAL PROD.,98.36,1.830
RCP9S0725CT,,864.16,20.503
RCP9S07YELDZ,,864.16,1.000
RCP9S0925CT,,193.81,11.023
RCP9S1100YEL,RUBBERMAID COMMERCIAL PROD.,1110.08,35.000
RCP9S15YEL,RUBBERMAID COMMERCIAL PROD.,57.88,1.085
RCP9S1600YL,RUBBERMAID COMMERCIAL PROD.,57.88,1.042
RCP9S30GRACT,,380.92,45.600
RCP9S30WHICT,,380.92,6.300
RCP9S31GRACT,RUBBERMAID COMMERCIAL PROD.,461.09,46.000
RCP9S31WHICT,,461.09,7.250
RCP9T00BLA,,710.39,21.451
RCP9T04BRO,,107.04,1.323
RCP9T13BLA,RUBBERMAID COMMERCIAL PROD.,1121.24,130.700
RCP9T14BLA,RUBBERMAID COMMERCIAL PROD.,1306.80,50.600
RCP9T14L1,,75.54,1.000
RCP9T15BLA,RUBBERMAID COMMERCIAL PROD.,1885.98,51.800
RCP9T15L1,,52.86,5.000
RCP9T16BLA,RUBBERMAID COMMERCIAL PROD.,2171.83,141.381
RCP9T1700BLA,RUBBERMAID COMMERCIAL PROD.,1214.03,45.000
RCP9T1800BLA,RUBBERMAID COMMERCIAL PROD.,1659.52,85.000
RCP9T18L1,,26.50,1.400
RCP9T19BLA,RUBBERMAID COMMERCIAL PROD.,2491.69,113.830
RCP9T21BLA,,2676.76,120.000
RCP9T22BLA,,303.49,16.580
RCP9T23BLA,,413.97,23.300
RCP9T29BLA,,801.90,32.870
RCP9T33BLA,,657.13,38.950
RCP9T34BLA,,1057.57,47.450
RCP9T36BLA,,764.80,49.450
RCP9T37BLA,,950.40,66.760
RCP9T45,,1258.54,67.300
RCP9T52BLA,,1154.62,67.030
RCP9T54RED,,218.12,18.000
RCP9T55RED,,258.91,1.000
RCP9T57BLA,RUBBERMAID COMMERCIAL PROD.,1024.64,60.000
RCP9T58BLA,RUBBERMAID COMMERCIAL PROD.,1585.28,80.000
RCP9T59BLA,RUBBERMAID COMMERCIAL PROD.,2052.60,75.000
RCP9T60BLA,,1366.11,53.000
RCP9T61BLA,,1777.76,61.000
RCP9T62BLA,RUBBERMAID COMMERCIAL PROD.,1880.99,80.005
RCP9T63BLA,RUBBERMAID COMMERCIAL PROD.,2467.94,79.000
RCP9T64BLA,RUBBERMAID COMMERCIAL PROD.,2742.57,170.000
RCP9T6571BG,RUBBERMAID COMMERCIAL PROD.,484.50,36.000
RCP9T6600BLA,RUBBERMAID COMMERCIAL PROD.,406.50,31.000
RCP9T66L1,,77.40,7.000
RCP9T6700BLA,RUBBERMAID COMMERCIAL PROD.,464.08,43.000
RCP9T6800BK,RUBBERMAID COMMERCIAL PROD.,519.74,31.000
RCP9T68PLA,RUBBERMAID COMMERCIAL PROD.,515.90,35.009
RCP9T7200BK,RUBBERMAID COMMERCIAL PROD.,674.69,45.000
RCP9T73,RUBBERMAID COMMERCIAL PROD.,781.79,60.000
RCP9T7301,,58.65,0.750
RCP9T73L4,,114.09,14.600
RCP9T73L5,RUBBERMAID COMMERCIAL PROD.,65.23,4.750
RCP9T73L6,,38.16,3.250
RCP9T73L8,RUBBERMAID COMMERCIAL PROD.,55.48,1.000
RCP9T73L9GRA,,28.98,2.250
RCP9T73M2,RUBBERMAID COMMERCIAL PROD.,29.88,0.250
RCP9T73M4BLA,RUBBERMAID COMMERCIAL PROD.,180.11,2.000
RCP9T73M5BLA,RUBBERMAID COMMERCIAL PROD.,4.26,0.100
RCP9T73M6,RUBBERMAID COMMERCIAL PROD.,110.17,0.250
RCP9T74BLA,,885.30,52.999
RCP9T7500BK,RUBBERMAID COMMERCIAL PROD.,1369.95,70.000
RCP9T76,RUBBERMAID COMMERCIAL PROD.,1335.08,74.000
RCP9T78,RUBBERMAID COMMERCIAL PROD.,1515.40,60.000
RCP9T79BLA,RUBBERMAID COMMERCIAL PROD.,781.79,60.800
RCP9T82BLACT,,198.09,9.100
RCP9T82YEL,,33.01,1.433
RCP9T83,RUBBERMAID COMMERCIAL PROD.,71.33,1.110
RCP9T84BLACT,,99.82,14.000
RCP9T85BLA,RUBBERMAID COMMERCIAL PROD.,281.98,15.751
RCP9T86BLA,RUBBERMAID COMMERCIAL PROD.,317.71,7.556
RCP9T8701,,115.75,5.000
RCP9T8901,RUBBERMAID COMMERCIAL PROD.,71.33,1.000
RCP9T90BLACT,RUBBERMAID COMMERCIAL PROD.,642.26,7.270
RCP9T9101BLA,,642.26,10.000
RCP9T92,RUBBERMAID COMMERCIAL PROD.,590.27,53.792
RCP9T9301,,285.55,7.496
RCP9T93BLU,,321.13,7.200
RCP9T93RED,,321.13,7.011
RCP9T94BLA,RUBBERMAID COMMERCIAL PROD.,1283.74,61.000
RCP9T94M1,,128.98,5.800
RCP9T96,,305.47,13.000
RCP9VBPBA10CT,,537.00,3.800
RCP9VBPHP06,RUBBERMAID COMMERCIAL PROD.,96.45,1.131
RCP9VBPPB06,RUBBERMAID COMMERCIAL PROD.,58.59,0.981
RCP9VBPPB10CT,RUBBERMAID COMMERCIAL PROD.,437.10,3.200
RCP9VCVBA12,RUBBERMAID COMMERCIAL PROD.,90.88,0.680
RCP9VDVEF44,RUBBERMAID COMMERCIAL PROD.,131.20,0.500
RCP9VDVHP10,RUBBERMAID COMMERCIAL PROD.,875.50,16.800
RCP9VDVPB10,RUBBERMAID COMMERCIAL PROD.,577.30,14.200
RCP9VDVRC4400,RUBBERMAID COMMERCIAL PROD.,195.02,9.250
RCP9VDVSS4400,RUBBERMAID COMMERCIAL PROD.,1140.11,54.400
RCP9VMHBA12,RUBBERMAID COMMERCIAL PROD.,51.20,0.768
RCP9VMHBE12,RUBBERMAID COMMERCIAL PROD.,66.88,0.066
RCP9VMHBL12,RUBBERMAID COMMERCIAL PROD.,68.00,0.079
RCP9VMHBR12,,518.40,8.000
RCP9VPHBE12,RUBBERMAID COMMERCIAL PROD.,67.23,0.079
RCP9VULBC12,RUBBERMAID COMMERCIAL PROD.,123.04,0.660
RCP9VULBE12,RUBBERMAID COMMERCIAL PROD.,23.65,0.020
RCP9VULBR12,,473.60,10.200
RCP9VWDFF12,RUBBERMAID COMMERCIAL PROD.,562.46,5.000
RCP9W00BLA,,543.90,0.000
RCP9W01BLA,,716.54,27.800
RCP9W03BLA,,902.16,29.800
RCP9W04BLA,,316.48,6.500
RCP9W06BLA,,112.47,1.510
RCP9W1088GY,RUBBERMAID COMMERCIAL PROD.,660.42,32.000
RCP9W12BLACT,,583.86,41.887
RCP9W13BLACT,RUBBERMAID COMMERCIAL PROD.,233.80,1.500
RCP9W15LGY,RUBBERMAID COMMERCIAL PROD.,353.40,9.000
RCP9W16GY,RUBBERMAID COMMERCIAL PROD.,109.96,1.650
RCP9W19RED,,660.42,30.200
RCP9W2173BLU,RUBBERMAID COMMERCIAL PROD.,250.79,26.500
RCP9W21GY,RUBBERMAID COMMERCIAL PROD.,250.79,32.000
RCP9W2273BLU,RUBBERMAID COMMERCIAL PROD.,311.99,31.000
RCP9W22GY,RUBBERMAID COMMERCIAL PROD.,311.99,41.000
RCP9W25LGY,RUBBERMAID COMMERCIAL PROD.,281.11,6.700
RCP9W25LGYCT,RUBBERMAID COMMERCIAL PROD.,936.08,30.000
RCP9W2773BLU,RUBBERMAID COMMERCIAL PROD.,183.87,43.640
RCP9W27BLU,RUBBERMAID COMMERCIAL PROD.,183.87,27.130
RCP9W27G,RUBBERMAID COMMERCIAL PROD.,177.16,27.130
RCP9W27GY,RUBBERMAID COMMERCIAL PROD.,183.87,27.130
RCP9W27L1,,18.45,1.000
RCP9W27L2BLA,,23.25,2.700
RCP9W27YEL,RUBBERMAID COMMERCIAL PROD.,183.87,109.320
RCP9W300BLA,RUBBERMAID COMMERCIAL PROD.,323.92,36.040
RCP9W300SST,RUBBERMAID COMMERCIAL PROD.,323.92,15.400
RCP9W31BLA,RUBBERMAID COMMERCIAL PROD.,668.30,36.000
RCP9W32BLA,RUBBERMAID COMMERCIAL PROD.,419.52,12.566
RCP9W33AGB,RUBBERMAID COMMERCIAL PROD.,454.81,1.000
RCP9W33APE,RUBBERMAID COMMERCIAL PROD.,454.81,22.000
RCP9W33BLA,RUBBERMAID COMMERCIAL PROD.,454.81,24.000
RCP9W34APE,RUBBERMAID COMMERCIAL PROD.,596.13,1.000
RCP9W34BLA,RUBBERMAID COMMERCIAL PROD.,619.97,33.000
RCP9W34BRZ,,596.13,55.000
RCP9W37,,765.47,1.000
RCP9W51GRE,,1136.51,45.000
RCP9W71,RUBBERMAID COMMERCIAL PROD.,3497.26,224.869
RCP9W71L1GRA,RUBBERMAID COMMERCIAL PROD.,52.39,4.850
RCP9W71L2,,56.97,3.850
RCP9W71L3,,30.00,1.000
RCP9W72,RUBBERMAID COMMERCIAL PROD.,419.52,17.637
RCP9W73BLA,RUBBERMAID COMMERCIAL PROD.,1306.80,74.000
RCP9W87YEL,RUBBERMAID COMMERCIAL PROD.,144.03,8.000
RCPA111BLU,RUBBERMAID COMMERCIAL PROD.,130.57,0.830
RCPA111GRE,RUBBERMAID COMMERCIAL PROD.,130.57,0.750
RCPA111ORA,RUBBERMAID COMMERCIAL PROD.,130.57,4.960
RCPA111WHI,RUBBERMAID COMMERCIAL PROD.,122.21,4.764
RCPA11206,RUBBERMAID COMMERCIAL PROD.,171.50,6.000
RCPA112GRE,RUBBERMAID COMMERCIAL PROD.,171.50,1.000
RCPA112ORA,RUBBERMAID COMMERCIAL PROD.,171.50,1.000
RCPA112WHI,RUBBERMAID COMMERCIAL PROD.,162.75,6.000
RCPA113BLU,RUBBERMAID COMMERCIAL PROD.,214.08,1.470
RCPA113GRE,,214.08,8.622
RCPA113WHI,RUBBERMAID COMMERCIAL PROD.,197.16,1.500
RCPA151BLU,,149.73,4.500
RCPA151GRE,,149.73,0.750
RCPA151ORA,,148.80,4.500
RCPA151WHI,RUBBERMAID COMMERCIAL PROD.,134.66,0.750
RCPA152BLU,RUBBERMAID COMMERCIAL PROD.,188.41,1.000
RCPA152GRE,RUBBERMAID COMMERCIAL PROD.,188.41,1.000
RCPA152ORA,RUBBERMAID COMMERCIAL PROD.,188.41,1.000
RCPA152WHI,RUBBERMAID COMMERCIAL PROD.,171.50,1.000
RCPA153BLU,RUBBERMAID COMMERCIAL PROD.,231.20,1.430
RCPA153GRE,RUBBERMAID COMMERCIAL PROD.,231.20,1.430
RCPA153ORA,RUBBERMAID COMMERCIAL PROD.,231.20,1.430
RCPA153WHI,RUBBERMAID COMMERCIAL PROD.,214.08,1.430
RCPA17ABZPL,,1397.76,65.000
RCPA17BKPL,,1397.76,65.000
RCPA17SUABZPL,,1516.58,65.000
RCPA211BLU,,162.75,0.970
RCPA211GRE,,162.75,5.778
RCPA211WHI,RUBBERMAID COMMERCIAL PROD.,149.73,0.970
RCPA21206WHI,RUBBERMAID COMMERCIAL PROD.,29.64,1.000
RCPA21206WHICT,RUBBERMAID COMMERCIAL PROD.,173.14,12.996
RCPA212BLU,RUBBERMAID COMMERCIAL PROD.,201.44,1.270
RCPA212GRE,RUBBERMAID COMMERCIAL PROD.,201.44,7.543
RCPA213BLU,,241.99,1.800
RCPA213GRE,,241.99,1.800
RCPA213WHI,RUBBERMAID COMMERCIAL PROD.,214.08,1.800
RCPA251BLU,RUBBERMAID COMMERCIAL PROD.,171.50,6.003
RCPA251GRE,RUBBERMAID COMMERCIAL PROD.,171.50,0.980
RCPA251ORA,,171.50,5.886
RCPA251WHI,RUBBERMAID COMMERCIAL PROD.,162.75,0.980
RCPA25206WHI,RUBBERMAID COMMERCIAL PROD.,32.86,0.979
RCPA25206WHICT,RUBBERMAID COMMERCIAL PROD.,192.11,8.000
RCPA252BLU,RUBBERMAID COMMERCIAL PROD.,214.08,1.280
RCPA252GRE,RUBBERMAID COMMERCIAL PROD.,214.08,1.280
RCPA252ORA,RUBBERMAID COMMERCIAL PROD.,214.08,7.410
RCPA253BLU,RUBBERMAID COMMERCIAL PROD.,257.05,6.500
RCPA253GRE,RUBBERMAID COMMERCIAL PROD.,257.05,11.000
RCPA253ORA,RUBBERMAID COMMERCIAL PROD.,257.05,10.950
RCPA253WHI,RUBBERMAID COMMERCIAL PROD.,231.20,11.400
RCPA38BKPL,,2544.20,115.000
RCPA38SDBKPL,,4274.00,116.000
RCPA38SUBKPL,,2660.11,115.000
RCPA38TABZ,RUBBERMAID COMMERCIAL PROD.,2544.20,114.000
RCPA38TBKPL,,2544.20,114.000
RCPA412,RUBBERMAID COMMERCIAL PROD.,175.59,5.750
RCPA413,RUBBERMAID COMMERCIAL PROD.,218.74,1.430
RCPA50ABZ,,901.92,30.000
RCPA50SUBK,,901.92,30.000
RCPA51BK,,937.97,30.000
RCPA51SUBKPL,RUBBERMAID COMMERCIAL PROD.,937.97,27.000
RCPA81206GRE,RUBBERMAID COMMERCIAL PROD.,229.15,5.314
RCPA81306GRECT,RUBBERMAID COMMERCIAL PROD.,273.98,5.622
RCPA85206GRE,RUBBERMAID COMMERCIAL PROD.,241.99,8.700
RCPA85306GRECT,RUBBERMAID COMMERCIAL PROD.,293.32,5.622
RCPAB2,,28.62,0.125
RCPAOT15SABK,RUBBERMAID COMMERCIAL PROD.,896.13,25.000
RCPAOT15SAGRPL,,868.12,25.000
RCPAOT15SAPL,,1113.18,19.000
RCPAOT30BKPL,,1119.32,47.000
RCPAOT30SABK,,1119.32,47.000
RCPAOT30SAGRPL,RUBBERMAID COMMERCIAL PROD.,1119.32,47.000
RCPAOT30SAPL,,1407.62,38.000
RCPAOT30SBBPL,,1739.16,38.000
RCPAOT35SA,RUBBERMAID COMMERCIAL PROD.,1353.00,38.999
RCPAOT35SAGL,RUBBERMAID COMMERCIAL PROD.,1446.68,39.000
