Item Number,Manufacturer Long Name,List Price,Item Weight
RCP1924809,RUBBERMAID COMMERCIAL PROD.,206.83,6.300
RCP1924810,RUBBERMAID COMMERCIAL PROD.,233.80,7.100
RCP1924811,RUBBERMAID COMMERCIAL PROD.,197.91,6.300
RCP1924812,RUBBERMAID COMMERCIAL PROD.,251.84,7.100
RCP1924813,RUBBERMAID COMMERCIAL PROD.,206.83,6.300
RCP1924814,RUBBERMAID COMMERCIAL PROD.,251.84,7.100
RCP1924815,RUBBERMAID COMMERCIAL PROD.,206.83,6.300
RCP1924816,RUBBERMAID COMMERCIAL PROD.,251.84,7.100
RCP1924817,RUBBERMAID COMMERCIAL PROD.,206.83,6.300
RCP1926826,RUBBERMAID COMMERCIAL PROD.,62.04,5.100
RCP1926827,RUBBERMAID COMMERCIAL PROD.,160.20,19.000
RCP1926828,RUBBERMAID COMMERCIAL PROD.,61.78,35.000
RCP1926829,RUBBERMAID COMMERCIAL PROD.,131.59,12.000
RCP1928023,RUBBERMAID COMMERCIAL PROD.,307.05,6.800
RCP1928024,,374.17,10.000
RCP1928756,RUBBERMAID COMMERCIAL PROD.,76.75,2.830
RCP1931021,,47.72,14.870
RCP1938WHI,RUBBERMAID COMMERCIAL PROD.,12.22,1.000
RCP1961506,RUBBERMAID COMMERCIAL PROD.,2036.55,77.000
RCP1961507,RUBBERMAID COMMERCIAL PROD.,2757.30,90.000
RCP1961508,RUBBERMAID COMMERCIAL PROD.,2757.30,90.000
RCP1961509,RUBBERMAID COMMERCIAL PROD.,2757.30,90.000
RCP1961621,RUBBERMAID COMMERCIAL PROD.,1721.60,70.000
RCP1961622,RUBBERMAID COMMERCIAL PROD.,1721.60,70.000
RCP1961623,RUBBERMAID COMMERCIAL PROD.,1721.60,70.000
RCP1961627,RUBBERMAID COMMERCIAL PROD.,1721.60,70.000
RCP1961628,RUBBERMAID COMMERCIAL PROD.,2036.55,77.000
RCP1961629,RUBBERMAID COMMERCIAL PROD.,2036.55,77.000
RCP1961630,RUBBERMAID COMMERCIAL PROD.,2036.55,77.000
RCP1961683,RUBBERMAID COMMERCIAL PROD.,2757.30,60.000
RCP1961690,RUBBERMAID COMMERCIAL PROD.,2170.65,70.000
RCP1961691,RUBBERMAID COMMERCIAL PROD.,2170.65,70.000
RCP1961692,RUBBERMAID COMMERCIAL PROD.,2170.65,70.000
RCP1961696,RUBBERMAID COMMERCIAL PROD.,2170.65,70.000
RCP1961697,RUBBERMAID COMMERCIAL PROD.,2606.45,77.000
RCP1961710,RUBBERMAID COMMERCIAL PROD.,3561.87,45.000
RCP1962RED,RUBBERMAID COMMERCIAL PROD.,23.93,0.100
RCP1963RED,RUBBERMAID COMMERCIAL PROD.,31.06,0.222
RCP1964RED,RUBBERMAID COMMERCIAL PROD.,39.96,0.236
RCP1966719,RUBBERMAID COMMERCIAL PROD.,113.92,1.200
RCP1966881,RUBBERMAID COMMERCIAL PROD.,102.92,2.150
RCP1966885,RUBBERMAID COMMERCIAL PROD.,113.92,1.861
RCP1966888,RUBBERMAID COMMERCIAL PROD.,113.92,1.800
RCP1966RED,RUBBERMAID COMMERCIAL PROD.,23.93,1.000
RCP1967RED,RUBBERMAID COMMERCIAL PROD.,31.06,0.270
RCP1968RED,,39.96,1.000
RCP1971257,RUBBERMAID COMMERCIAL PROD.,99.72,6.000
RCP1971258,RUBBERMAID COMMERCIAL PROD.,99.72,8.000
RCP1982724,RUBBERMAID COMMERCIAL PROD.,87.05,4.900
RCP1982724EA,RUBBERMAID COMMERCIAL PROD.,21.76,0.800
RCP1982726,RUBBERMAID COMMERCIAL PROD.,35.28,1.726
RCP199200GY,RUBBERMAID COMMERCIAL PROD.,69.60,1.000
RCP199300GY,RUBBERMAID COMMERCIAL PROD.,110.86,2.250
RCP1994YEL,RUBBERMAID COMMERCIAL PROD.,37.82,3.000
RCP1M19RED,,79.20,1.000
RCP1M20REDCT,,79.20,2.000
RCP2005CHA,RUBBERMAID COMMERCIAL PROD.,12.22,0.413
RCP201PAMB,,30.53,1.000
RCP2030BLK,RUBBERMAID COMMERCIAL PROD.,262.97,9.000
RCP2030BRN,,262.97,9.000
RCP2030EMG,RUBBERMAID COMMERCIAL PROD.,262.97,9.000
RCP205PAMB,RUBBERMAID COMMERCIAL PROD.,42.97,0.551
RCP206PAMB,RUBBERMAID COMMERCIAL PROD.,53.14,1.670
RCP208P23AMB,RUBBERMAID COMMERCIAL PROD.,28.30,0.830
RCP208P86AMB,,28.30,2.000
RCP211PAMB,,57.08,0.750
RCP212PAMB,,73.48,0.966
RCP214P86AMB,,190.09,3.000
RCP214PAMB,,31.68,0.358
RCP217PAMB,RUBBERMAID COMMERCIAL PROD.,59.37,0.992
RCP218PAMB,RUBBERMAID COMMERCIAL PROD.,90.46,1.000
RCP2212DIM,RUBBERMAID,378.00,54.996
RCP2213STE,RUBBERMAID COMMERCIAL PROD.,8.28,1.750
RCP2214STE,RUBBERMAID,29.39,4.225
RCP2214TPDIMCT,RUBBERMAID,227.52,4.220
RCP2215CPDIMCT,RUBBERMAID,415.44,6.000
RCP2215STE,RUBBERMAID COMMERCIAL PROD.,35.77,4.600
RCP221P23AMB,RUBBERMAID COMMERCIAL PROD.,37.32,0.491
RCP221P86AMBCT,,223.95,3.100
RCP2244STECT,RUBBERMAID,558.90,67.000
RCP2245CPDIMCT,RUBBERMAID,448.47,72.100
RCP224PAMB,RUBBERMAID COMMERCIAL PROD.,77.50,1.000
RCP225PAMB,RUBBERMAID COMMERCIAL PROD.,102.92,1.000
RCP228P23AMB,RUBBERMAID COMMERCIAL PROD.,47.53,0.788
RCP228P86AMB,,47.53,1.000
RCP230PAMB,,675.18,13.000
RCP231PAMB,,143.65,1.000
RCP232PAMB,RUBBERMAID COMMERCIAL PROD.,205.25,3.704
RCP234PAMB,RUBBERMAID COMMERCIAL PROD.,101.87,1.000
RCP2382WHICT,RUBBERMAID,53.10,4.896
RCP2432SQSUTPLS,,2531.55,108.000
RCP2438SQTRWMG,,1777.98,147.000
RCP2455WHI,RUBBERMAID COMMERCIAL PROD.,37.92,2.000
RCP2461DIMCT,,329.58,9.000
RCP25051,RUBBERMAID COMMERCIAL PROD.,52.03,2.671
RCP25051CT,RUBBERMAID COMMERCIAL PROD.,312.17,16.000
RCP252300BGE,RUBBERMAID COMMERCIAL PROD.,185.26,6.000
RCP252300BK,RUBBERMAID COMMERCIAL PROD.,185.26,27.980
RCP2523L1,,8.98,0.080
RCP253100BK,RUBBERMAID COMMERCIAL PROD.,49.01,2.167
RCP2531L4,,3.39,0.020
RCP253200BLA,RUBBERMAID COMMERCIAL PROD.,66.83,2.167
RCP2532L1BLA,RUBBERMAID COMMERCIAL PROD.,18.83,0.380
RCP2532L2,RUBBERMAID COMMERCIAL PROD.,6.22,0.400
RCP2533,,96.53,1.000
RCP2534,,31.93,1.000
RCP2534BLACT,,191.58,3.000
RCP2535CT,RUBBERMAID COMMERCIAL PROD.,86.86,0.080
RCP2536,RUBBERMAID COMMERCIAL PROD.,14.14,9.200
RCP2540BEI,RUBBERMAID COMMERCIAL PROD.,43.46,1.600
RCP254100BG,RUBBERMAID COMMERCIAL PROD.,69.78,2.766
RCP254100BK,RUBBERMAID COMMERCIAL PROD.,69.78,2.844
RCP2541GRA,RUBBERMAID COMMERCIAL PROD.,69.78,2.900
RCP254300BG,RUBBERMAID COMMERCIAL PROD.,104.75,5.250
RCP254300BK,RUBBERMAID COMMERCIAL PROD.,104.75,5.300
RCP2543GRA,RUBBERMAID COMMERCIAL PROD.,104.75,5.000
RCP254400BG,RUBBERMAID COMMERCIAL PROD.,137.76,8.250
RCP256B73BLU,RUBBERMAID COMMERCIAL PROD.,464.08,16.625
RCP256BBRO,RUBBERMAID COMMERCIAL PROD.,443.67,15.000
RCP256BCRE,RUBBERMAID COMMERCIAL PROD.,443.67,1.000
RCP256KGRA,RUBBERMAID COMMERCIAL PROD.,289.57,10.325
RCP256LBLU,RUBBERMAID COMMERCIAL PROD.,545.73,14.230
RCP256TL1,,32.17,1.000
RCP256VBRO,RUBBERMAID COMMERCIAL PROD.,436.26,12.000
RCP256VRED,RUBBERMAID COMMERCIAL PROD.,436.26,13.680
RCP256WBLA,,232.16,6.600
RCP256XBRO,,568.02,1.000
RCP256XRED,,568.02,0.000
RCP257088BG,RUBBERMAID COMMERCIAL PROD.,259.87,16.000
RCP257088BLA,RUBBERMAID COMMERCIAL PROD.,259.87,11.900
RCP257088BRO,RUBBERMAID COMMERCIAL PROD.,259.87,14.900
RCP258500BLA,RUBBERMAID COMMERCIAL PROD.,160.74,8.360
RCP258600BLA,RUBBERMAID COMMERCIAL PROD.,284.95,9.680
RCP2588CHR,RUBBERMAID COMMERCIAL PROD.,54.56,2.000
RCP2609DGR,RUBBERMAID COMMERCIAL PROD.,96.16,5.100
RCP2609GRA,RUBBERMAID COMMERCIAL PROD.,16.03,0.846
RCP2609RED,RUBBERMAID COMMERCIAL PROD.,96.16,5.200
RCP2609WHI,RUBBERMAID COMMERCIAL PROD.,16.03,0.860
RCP2609YELCT,,96.16,5.100
RCP2610DGR,RUBBERMAID COMMERCIAL PROD.,248.31,18.470
RCP2610GRA,RUBBERMAID COMMERCIAL PROD.,41.38,28.440
RCP2610REDCT,RUBBERMAID COMMERCIAL PROD.,248.31,18.399
RCP2610WHI,RUBBERMAID COMMERCIAL PROD.,41.38,2.740
RCP2610YELCT,RUBBERMAID COMMERCIAL PROD.,248.31,18.400
RCP261400GY,RUBBERMAID COMMERCIAL PROD.,36.43,1.769
RCP2614GRAY,RUBBERMAID COMMERCIAL PROD.,21.18,1.950
RCP2614RED,RUBBERMAID COMMERCIAL PROD.,36.43,2.000
RCP2617GRA,RUBBERMAID COMMERCIAL PROD.,56.79,3.000
RCP261960BLACT,,108.99,11.023
RCP261960DGR,RUBBERMAID COMMERCIAL PROD.,108.99,9.400
RCP261960GRA,RUBBERMAID COMMERCIAL PROD.,18.16,1.160
RCP261960RED,RUBBERMAID COMMERCIAL PROD.,108.99,8.220
RCP261960WHI,RUBBERMAID COMMERCIAL PROD.,18.16,1.400
RCP261960YEL,RUBBERMAID COMMERCIAL PROD.,18.16,1.165
RCP2619YEL,,12.15,1.000
RCP262000GRA,RUBBERMAID COMMERCIAL PROD.,61.32,5.790
RCP262073BLU,RUBBERMAID COMMERCIAL PROD.,64.26,6.000
RCP2620BLU,RUBBERMAID COMMERCIAL PROD.,64.26,5.863
RCP2620DGRCT,,385.58,34.921
RCP2620GRAY,RUBBERMAID COMMERCIAL PROD.,48.04,5.800
RCP2620REDCT,RUBBERMAID COMMERCIAL PROD.,385.58,35.298
RCP2620WHI,RUBBERMAID COMMERCIAL PROD.,64.26,5.900
RCP2620YEL,RUBBERMAID COMMERCIAL PROD.,64.26,5.900
RCP2624WHI,,568.02,20.980
RCP262888GY,RUBBERMAID COMMERCIAL PROD.,59.76,3.102
RCP263100BE,RUBBERMAID COMMERCIAL PROD.,26.78,27.730
RCP263100GY,RUBBERMAID COMMERCIAL PROD.,26.78,2.132
RCP2631DGRCT,,160.70,12.654
RCP2631GRAY,RUBBERMAID COMMERCIAL PROD.,20.02,1.611
RCP2631RED,RUBBERMAID COMMERCIAL PROD.,26.78,2.600
RCP2631WHI,RUBBERMAID COMMERCIAL PROD.,26.78,1.670
RCP2631YEL,RUBBERMAID COMMERCIAL PROD.,26.78,2.200
RCP263200GY,RUBBERMAID COMMERCIAL PROD.,71.49,8.240
RCP263246YELCT,,494.76,45.000
RCP263256GRACT,RUBBERMAID COMMERCIAL PROD.,494.76,0.000
RCP263273BE,RUBBERMAID COMMERCIAL PROD.,82.46,8.600
RCP263294RED,,85.12,8.906
RCP2632BLU,RUBBERMAID COMMERCIAL PROD.,82.46,8.600
RCP2632DGR,RUBBERMAID COMMERCIAL PROD.,82.46,7.638
RCP2632RED,RUBBERMAID COMMERCIAL PROD.,82.46,8.600
RCP2632WHI,RUBBERMAID COMMERCIAL PROD.,82.46,8.600
RCP2632YEL,RUBBERMAID COMMERCIAL PROD.,82.46,7.400
RCP2636WHI,,723.95,29.321
RCP263788GY,RUBBERMAID COMMERCIAL PROD.,196.35,12.000
RCP263788RED,RUBBERMAID COMMERCIAL PROD.,196.35,9.254
RCP264000BK,RUBBERMAID COMMERCIAL PROD.,112.07,5.800
RCP264043BLA,RUBBERMAID COMMERCIAL PROD.,172.08,12.520
RCP2640BLK,RUBBERMAID COMMERCIAL PROD.,96.63,5.450
RCP264200YW,RUBBERMAID COMMERCIAL PROD.,100.26,1.529
RCP264307BLUEA,RUBBERMAID COMMERCIAL PROD.,127.47,12.500
RCP264346YELCT,,509.89,14.000
RCP264356GRACT,RUBBERMAID COMMERCIAL PROD.,509.89,14.000
RCP264360BE,RUBBERMAID COMMERCIAL PROD.,127.47,12.310
RCP264360BK,RUBBERMAID COMMERCIAL PROD.,127.47,12.310
RCP264360GY,RUBBERMAID COMMERCIAL PROD.,127.47,12.310
RCP264360REDCT,RUBBERMAID COMMERCIAL PROD.,509.88,12.125
RCP264360REDEA,RUBBERMAID COMMERCIAL PROD.,127.47,48.200
RCP264360YEL,RUBBERMAID COMMERCIAL PROD.,127.47,12.300
RCP264388REDCT,,526.35,53.000
RCP264560BLA,RUBBERMAID COMMERCIAL PROD.,43.89,2.410
RCP264560DGR,RUBBERMAID COMMERCIAL PROD.,43.89,2.560
RCP264560GY,RUBBERMAID COMMERCIAL PROD.,43.89,0.250
RCP264560RED,RUBBERMAID COMMERCIAL PROD.,43.89,3.150
RCP264560WHI,RUBBERMAID COMMERCIAL PROD.,43.89,2.343
RCP264560YEL,RUBBERMAID COMMERCIAL PROD.,43.89,2.200
RCP264600BLA,RUBBERMAID COMMERCIAL PROD.,364.12,21.000
RCP264788GRA,RUBBERMAID COMMERCIAL PROD.,204.38,57.750
RCP264788RED,RUBBERMAID COMMERCIAL PROD.,204.38,1.000
RCP2649GRA,RUBBERMAID COMMERCIAL PROD.,69.44,2.000
RCP2650BLA,RUBBERMAID COMMERCIAL PROD.,240.96,10.576
RCP2651,RUBBERMAID COMMERCIAL PROD.,239.17,12.600
RCP2651L2,RUBBERMAID COMMERCIAL PROD.,9.16,0.010
RCP2652,RUBBERMAID COMMERCIAL PROD.,108.13,3.505
RCP265400GY,RUBBERMAID COMMERCIAL PROD.,65.29,3.100
RCP2654DGRNCT,,195.86,12.300
RCP2654REDCT,,195.86,11.600
RCP2654WHICT,RUBBERMAID COMMERCIAL PROD.,195.86,11.600
RCP2654YEL,RUBBERMAID COMMERCIAL PROD.,195.86,11.800
RCP265500GY,RUBBERMAID COMMERCIAL PROD.,195.45,15.400
RCP2655DGRNCT,RUBBERMAID COMMERCIAL PROD.,586.37,47.300
RCP2655GRAY,RUBBERMAID COMMERCIAL PROD.,146.15,15.000
RCP2655REDCT,RUBBERMAID COMMERCIAL PROD.,586.37,47.200
RCP2655WHICT,,586.37,47.600
RCP2655YELCT,RUBBERMAID COMMERCIAL PROD.,586.37,47.500
RCP265788GY,RUBBERMAID COMMERCIAL PROD.,260.58,14.300
RCP265788RED,RUBBERMAID COMMERCIAL PROD.,260.58,13.900
RCP2664BEI,RUBBERMAID COMMERCIAL PROD.,141.86,26.960
RCP2664GRAY,RUBBERMAID COMMERCIAL PROD.,141.86,5.665
RCP267200BG,RUBBERMAID COMMERCIAL PROD.,75.02,2.000
RCP267200GY,RUBBERMAID COMMERCIAL PROD.,75.02,1.600
RCP267360BEI,RUBBERMAID COMMERCIAL PROD.,83.54,3.130
RCP267360BK,RUBBERMAID COMMERCIAL PROD.,83.54,3.108
RCP267360BLUCT,RUBBERMAID COMMERCIAL PROD.,334.18,12.500
RCP267360GY,RUBBERMAID COMMERCIAL PROD.,83.54,3.194
RCP267400BK,RUBBERMAID COMMERCIAL PROD.,99.60,1.530
RCP268888GY,RUBBERMAID COMMERCIAL PROD.,85.69,0.880
RCP268988BG,RUBBERMAID COMMERCIAL PROD.,67.93,2.848
RCP268988BK,RUBBERMAID COMMERCIAL PROD.,67.93,2.876
RCP268988GRA,RUBBERMAID COMMERCIAL PROD.,67.93,2.000
RCP269000BE,RUBBERMAID COMMERCIAL PROD.,63.09,1.006
RCP2690GRECT,,242.67,2.000
RCP269100BE,RUBBERMAID COMMERCIAL PROD.,63.09,0.966
RCP2691GRECT,,252.34,4.586
RCP269288BE,RUBBERMAID COMMERCIAL PROD.,85.69,0.818
RCP269288BRO,RUBBERMAID COMMERCIAL PROD.,85.69,0.800
RCP269288GN,RUBBERMAID COMMERCIAL PROD.,85.69,0.821
RCP270388BE,RUBBERMAID COMMERCIAL PROD.,85.69,0.806
RCP270388GR,RUBBERMAID COMMERCIAL PROD.,85.69,0.806
RCP2791BLU,RUBBERMAID COMMERCIAL PROD.,132.52,3.000
RCP2794BLUCT,RUBBERMAID COMMERCIAL PROD.,530.10,11.464
RCP2803WHICT,,190.98,0.000
RCP2805BIS,RUBBERMAID,16.32,1.478
RCP2805WHICT,,97.92,1.680
RCP2806BISCT,RUBBERMAID,129.78,2.320
RCP2862RDWHICT,,132.80,1.000
RCP2882CLE,RUBBERMAID COMMERCIAL PROD.,12.61,1.000
RCP2884CLE,RUBBERMAID COMMERCIAL PROD.,21.92,0.460
RCP2885WHI,RUBBERMAID COMMERCIAL PROD.,15.59,0.392
RCP2886CLE,RUBBERMAID COMMERCIAL PROD.,24.52,0.712
RCP2890BLA,RUBBERMAID COMMERCIAL PROD.,136.25,3.400
RCP289487EGR,,494.16,9.000
RCP2925RDWHICT,,78.12,4.482
RCP2947GRA,RUBBERMAID COMMERCIAL PROD.,44.54,2.000
RCP295073BE,RUBBERMAID COMMERCIAL PROD.,21.18,0.635
RCP295073BLA,RUBBERMAID COMMERCIAL PROD.,21.18,0.750
RCP295073GRA,,21.18,0.750
RCP295073GRECT,RUBBERMAID COMMERCIAL PROD.,254.07,9.000
RCP2951ARWHTCT,RUBBERMAID,52.74,0.500
RCP2952BEI,RUBBERMAID COMMERCIAL PROD.,15.59,0.600
RCP2953WHICT,RUBBERMAID,35.64,1.000
RCP295500BG,RUBBERMAID COMMERCIAL PROD.,14.14,1.120
RCP295500BK,RUBBERMAID COMMERCIAL PROD.,14.14,1.089
RCP295573BE,RUBBERMAID COMMERCIAL PROD.,14.48,1.102
RCP2955GRA,RUBBERMAID COMMERCIAL PROD.,14.14,2.000
RCP295600BG,RUBBERMAID COMMERCIAL PROD.,15.19,1.700
RCP295600BK,RUBBERMAID COMMERCIAL PROD.,15.19,1.640
RCP295600GY,RUBBERMAID COMMERCIAL PROD.,15.19,1.875
RCP295606GRECT,RUBBERMAID COMMERCIAL PROD.,200.14,23.500
RCP295673BE,RUBBERMAID COMMERCIAL PROD.,15.59,1.820
RCP295700BG,RUBBERMAID COMMERCIAL PROD.,28.62,0.900
RCP295700BK,RUBBERMAID COMMERCIAL PROD.,28.62,0.900
RCP295700GY,RUBBERMAID COMMERCIAL PROD.,28.62,0.900
RCP295773BE,RUBBERMAID COMMERCIAL PROD.,29.73,1.650
RCP2958WHICT,RUBBERMAID,96.30,8.670
RCP296300GY,RUBBERMAID COMMERCIAL PROD.,24.12,1.115
RCP2963GRAY,RUBBERMAID COMMERCIAL PROD.,18.19,1.310
RCP2963RED,RUBBERMAID COMMERCIAL PROD.,24.12,1.000
RCP2963ROYBLCT,,66.24,7.000
RCP296585ROYBL,,119.28,16.200
RCP296585WHICT,RUBBERMAID,119.28,1.650
RCP2979EGRCT,,397.44,54.200
RCP2989ROYBLCT,,115.92,11.390
RCP2A09MODBLCT,,98.88,2.000
RCP2A09MODRDCT,,98.88,1.970
RCP2A11MODBLCT,,127.68,4.000
RCP2A13MODRD,,240.60,14.000
RCP2A16MODBLCT,,174.24,22.000
RCP2A17MODRDCT,,207.72,0.000
RCP2A20MODBLCT,,129.78,7.050
RCP2A27MODBL,,217.92,6.000
RCP2B8725WHICT,RUBBERMAID,259.50,0.016
RCP2C09BLUCT,,329.22,15.000
RCP2C10MODBLCT,,340.20,0.000
RCP2UL1210,,74.72,1.000
RCP3062PRPERCT,RUBBERMAID COMMERCIAL PROD.,110.47,0.800
RCP306409WHICT,,183.37,3.700
RCP306600BG,RUBBERMAID COMMERCIAL PROD.,32.70,0.970
RCP306600BK,RUBBERMAID COMMERCIAL PROD.,32.70,0.969
RCP306700BG,RUBBERMAID COMMERCIAL PROD.,34.19,1.117
RCP306700BK,RUBBERMAID COMMERCIAL PROD.,34.19,1.114
RCP307120BEI,,64.60,3.813
RCP315488BLA,RUBBERMAID COMMERCIAL PROD.,30.44,1.046
RCP3210CLE,RUBBERMAID COMMERCIAL PROD.,13.36,0.100
RCP3215CLE,RUBBERMAID COMMERCIAL PROD.,23.07,0.100
RCP3216CLE,RUBBERMAID COMMERCIAL PROD.,25.60,1.000
RCP3217CLE,RUBBERMAID COMMERCIAL PROD.,34.90,0.708
RCP3218CLE,RUBBERMAID COMMERCIAL PROD.,37.92,2.000
RCP3300CLE,RUBBERMAID COMMERCIAL PROD.,107.42,7.000
RCP3301CLE,RUBBERMAID COMMERCIAL PROD.,155.16,5.000
RCP3302CLE,RUBBERMAID COMMERCIAL PROD.,43.25,2.000
RCP3303CLE,RUBBERMAID COMMERCIAL PROD.,67.95,3.979
RCP3304CLE,RUBBERMAID COMMERCIAL PROD.,59.40,25.630
RCP3305CLE,RUBBERMAID COMMERCIAL PROD.,38.10,1.353
RCP3306CLE,RUBBERMAID COMMERCIAL PROD.,63.52,3.300
RCP3307CLE,RUBBERMAID COMMERCIAL PROD.,35.03,0.700
RCP3308CLE,RUBBERMAID COMMERCIAL PROD.,82.06,4.400
RCP3309CLE,RUBBERMAID COMMERCIAL PROD.,44.27,3.600
RCP3310CLE,RUBBERMAID COMMERCIAL PROD.,21.61,2.000
RCP3311CLE,RUBBERMAID COMMERCIAL PROD.,63.52,2.712
RCP3314CLE,RUBBERMAID COMMERCIAL PROD.,17.48,0.583
RCP3317BLA,,1128.65,68.400
RCP3317L1BL,,137.99,3.000
RCP3317OWH,,1128.65,68.343
RCP3318CLE,RUBBERMAID COMMERCIAL PROD.,40.15,1.477
RCP3320L2,RUBBERMAID COMMERCIAL PROD.,25.02,0.540
RCP3320OWH,,1199.14,1.000
RCP3322CLE,RUBBERMAID COMMERCIAL PROD.,96.75,1.000
RCP3324OWH,,1240.00,82.000
RCP3328CLECT,,786.78,54.870
RCP3331CLE,RUBBERMAID COMMERCIAL PROD.,23.07,1.102
RCP3334CLE,RUBBERMAID COMMERCIAL PROD.,24.89,0.894
RCP3335CLE,RUBBERMAID COMMERCIAL PROD.,19.65,0.830
RCP3336CLE,RUBBERMAID COMMERCIAL PROD.,18.57,1.000
RCP3337CLE,RUBBERMAID COMMERCIAL PROD.,20.80,0.920
RCP333800CR,RUBBERMAID COMMERCIAL PROD.,20.80,0.746
RCP3338GOL,,20.80,0.775
RCP3339CLE,RUBBERMAID COMMERCIAL PROD.,27.09,0.600
RCP334992GRA,RUBBERMAID COMMERCIAL PROD.,17.07,1.800
RCP3349GRA,RUBBERMAID COMMERCIAL PROD.,24.12,1.700
RCP3349WHI,RUBBERMAID COMMERCIAL PROD.,24.12,1.049
RCP3350BRO,RUBBERMAID COMMERCIAL PROD.,42.31,3.000
RCP335192BRO,,38.69,3.350
RCP3351BRO,RUBBERMAID COMMERCIAL PROD.,37.48,2.587
RCP3351GRA,RUBBERMAID COMMERCIAL PROD.,37.48,2.900
RCP335388BLA,RUBBERMAID COMMERCIAL PROD.,182.25,4.000
RCP335488BLA,RUBBERMAID COMMERCIAL PROD.,86.90,2.000
RCP335588PLA,RUBBERMAID COMMERCIAL PROD.,876.19,35.000
RCP3358CLE,RUBBERMAID COMMERCIAL PROD.,318.33,11.000
RCP3358L1CLE,,129.97,3.440
RCP3359CLE,RUBBERMAID COMMERCIAL PROD.,423.22,12.000
RCP3362GRA,RUBBERMAID COMMERCIAL PROD.,28.21,1.000
RCP3421BLA,RUBBERMAID COMMERCIAL PROD.,475.20,34.000
RCP3421L6,,41.83,2.000
RCP3421PLA,,475.20,33.069
RCP342488BLA,RUBBERMAID COMMERCIAL PROD.,560.58,30.000
RCP342488OWH,RUBBERMAID COMMERCIAL PROD.,560.58,30.000
RCP342488PM,RUBBERMAID COMMERCIAL PROD.,560.58,30.000
RCP342488RED,RUBBERMAID COMMERCIAL PROD.,560.58,30.000
RCP3424L6,RUBBERMAID COMMERCIAL PROD.,18.09,0.850
RCP3456AMB,RUBBERMAID COMMERCIAL PROD.,22.07,0.100
RCP345700BLA,RUBBERMAID COMMERCIAL PROD.,865.05,45.000
RCP3485949,RUBBERMAID COMMERCIAL PROD.,119.91,2.710
RCP3485950,RUBBERMAID COMMERCIAL PROD.,119.91,2.710
RCP3485951,RUBBERMAID COMMERCIAL PROD.,119.91,2.710
RCP3485952,RUBBERMAID COMMERCIAL PROD.,119.91,2.710
RCP3486012,,6809.73,130.000
RCP3486108,RUBBERMAID COMMERCIAL PROD.,148.15,3.000
RCP3486110CT,RUBBERMAID COMMERCIAL PROD.,107.14,2.380
RCP3486110EA,RUBBERMAID COMMERCIAL PROD.,14.87,0.230
RCP3486571,RUBBERMAID COMMERCIAL PROD.,120.99,9.750
RCP3486572,RUBBERMAID COMMERCIAL PROD.,84.63,9.820
RCP3486573,RUBBERMAID COMMERCIAL PROD.,136.90,10.300
RCP3486574,RUBBERMAID COMMERCIAL PROD.,96.81,10.240
RCP3486577,RUBBERMAID COMMERCIAL PROD.,173.54,6.590
RCP3486579,RUBBERMAID COMMERCIAL PROD.,146.66,9.670
RCP3486589,RUBBERMAID COMMERCIAL PROD.,33.05,1.000
RCP3486591,RUBBERMAID COMMERCIAL PROD.,41.20,1.200
RCP3486592,RUBBERMAID COMMERCIAL PROD.,41.20,1.200
RCP3500WHI,RUBBERMAID COMMERCIAL PROD.,78.28,4.972
RCP3501WHI,RUBBERMAID COMMERCIAL PROD.,116.34,9.000
RCP3502WHI,RUBBERMAID COMMERCIAL PROD.,33.98,2.400
RCP3506WHI,RUBBERMAID COMMERCIAL PROD.,48.39,3.000
RCP3507WHI,RUBBERMAID COMMERCIAL PROD.,27.47,1.100
RCP3508WHI,RUBBERMAID COMMERCIAL PROD.,60.39,3.500
RCP3509WHI,RUBBERMAID COMMERCIAL PROD.,33.98,1.800
RCP3510WHI,RUBBERMAID COMMERCIAL PROD.,19.90,0.900
RCP3517REDCT,,970.18,70.100
RCP352000BG,RUBBERMAID COMMERCIAL PROD.,194.00,7.750
RCP352000GY,RUBBERMAID COMMERCIAL PROD.,194.00,6.560
RCP352073BLU,RUBBERMAID COMMERCIAL PROD.,194.00,6.564
RCP352600GY,RUBBERMAID COMMERCIAL PROD.,94.58,9.960
RCP3526WHI,RUBBERMAID COMMERCIAL PROD.,94.58,8.959
RCP352700GY,RUBBERMAID COMMERCIAL PROD.,30.69,2.800
RCP3527RED,RUBBERMAID COMMERCIAL PROD.,29.51,2.258
RCP3527WHI,RUBBERMAID COMMERCIAL PROD.,29.51,2.800
RCP3528WHI,,112.96,6.966
RCP3529RED,,61.76,1.000
RCP3530,RUBBERMAID COMMERCIAL PROD.,153.82,13.490
RCP3530L1,,9.03,1.000
RCP353600GY,RUBBERMAID COMMERCIAL PROD.,133.52,12.520
RCP353673BLU,RUBBERMAID COMMERCIAL PROD.,133.52,14.600
RCP3536WHI,RUBBERMAID COMMERCIAL PROD.,133.52,14.600
RCP353900GY,RUBBERMAID COMMERCIAL PROD.,42.13,3.800
RCP3539WHI,RUBBERMAID COMMERCIAL PROD.,40.52,3.700
RCP354000BG,RUBBERMAID COMMERCIAL PROD.,115.32,8.210
RCP354007BE,RUBBERMAID COMMERCIAL PROD.,128.19,7.650
RCP354007GN,RUBBERMAID COMMERCIAL PROD.,128.19,7.650
